ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;35000;35000;727;0;29;0;0;0;29;0;0.020771428571428573;0.0;;131717;131752;4639;16656;131746;131631;136254;3647;3188136;132298
2;9;37000;37000;11218;0;27;7;6;0;27;1;0.3031891891891892;0.0;;2021434;2168539;5397;151184;2055306;2021355;2036963;4392;2811872;2026224
3;8;37000;37000;188;0;27;0;0;0;27;0;0.005081081081081081;0.0;;34698;34703;2029783;2177424;34701;34612;35594;4385;4191186;34927
4;7;66000;66000;4490;0;16;3;-3;0;16;6;0.06803030303030302;0.0;;809555;2876789;4655;2211842;1076941;809502;3020267;3666;7721300;1345639
5;6;73000;73000;124;0;14;0;0;0;14;0;0.0016986301369863014;0.0;;23177;23207;4655;3023728;23198;23124;23260;3022905;8245005;23141
6;5;75000;75000;5018;0;14;2;-1;0;14;3;0.06690666666666667;0.0;;904701;1043993;4679;3049293;925366;904651;2982618;1460829;10140714;1212658
7;4;82000;82000;6883;0;13;10;8;0;12;2;0.08393902439024391;0.0;;1240549;5206146;6186;3956438;2091625;1240468;1379789;1986206;12195716;1266071
8;3;82000;82000;13577;0;12;18;6;0;12;12;0.16557317073170733;0.0;;2446384;6412382;1249911;5215467;4091914;2450457;4663070;3229905;9742115;3750266
9;2;82000;82000;11880;0;12;18;14;0;12;4;0.1448780487804878;0.0;;2140695;6075879;3956027;9854884;3741370;2140639;4216702;2386436;10144248;2663472
10;1;100000;100000;12986;9;9;29;23;0;10;6;0.12986;0.0;;14355451;26370802;6632224;21327524;18049996;2345055;5363008;5100652;13439455;3105975
;;1000000;;;;;87;;;;34;0.9899275425780938;0.0;0.9899275425780938
;;;;;;;0.6091954022988506;;;;;
