ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;11000;11000;571;0;91;0;0;0;91;0;0.05190909090909091;0.0;;103633;103668;4638;16656;103662;103547;104529;3640;936426;104470
2;9;16000;16000;3876;0;63;18;0;0;63;18;0.24225;0.0;;698933;814830;4638;123100;732495;698933;816234;3640;590684;733711
3;8;18000;18000;14;0;56;0;0;0;56;0;0.0007777777777777777;0.0;;3389;3419;4655;824334;3390;3336;4280;3640;1960016;3828
4;7;21000;21000;703;0;48;2;0;0;48;2;0.03347619047619048;0.0;;127404;238571;4638;829999;130269;127351;238428;3640;2369541;132605
5;6;52000;52000;5866;0;20;25;-3;0;19;28;0.1128076923076923;0.0;;1057347;1885071;4655;959867;1333614;1061795;2021033;707300;5814405;1486025
6;5;59000;59000;1031;0;17;3;-1;0;17;4;0.01747457627118644;0.0;;186579;1004827;4655;2130710;243295;186526;321450;399225;8190094;214361
7;4;70000;70000;8750;0;14;46;18;0;14;28;0.125;0.0;;1702539;4731624;4655;2319732;2800587;1687882;2540375;2203570;9498517;2299500
8;3;73000;73000;3267;0;14;16;3;0;14;13;0.04475342465753425;0.0;;589290;2616926;4657;4860436;995475;589236;1550209;3820921;11503948;878551
9;2;89000;89000;22267;1;11;92;24;0;11;68;0.25019101123595505;0.0;;6104283;13386222;4655;5453484;10300571;5806054;7932167;4324091;8934808;6384336
10;1;100000;100000;11119;8;8;37;6;0;10;31;0.11119;0.0;;2966226;33070567;20729101;35802645;18597191;2834907;3797363;7045398;13272101;3116116
;;1000000;;;;;239;;;;192;0.9898297636354273;0.0;0.9898297636354273
;;;;;;;0.19665271966527198;;;;;
