ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;11000;11000;363;0;91;0;0;0;91;0;0.033;0.0;;66199;66234;4638;16656;66228;66113;67095;3640;15132;67053
2;9;60000;60000;3839;0;17;5;-1;0;17;6;0.06398333333333334;0.0;;692287;770594;4638;85666;714592;692203;770109;83962;6226754;718753
3;8;67000;67000;13692;0;15;21;3;0;15;18;0.20435820895522389;0.0;;2541147;3321812;5397;780253;2659632;2540802;2622586;1273501;6337466;2560877
4;7;67000;67000;7813;0;15;15;2;0;15;13;0.11661194029850747;0.0;;1408154;2185434;2553046;3330289;1567268;1408101;1490302;778541;6698354;1475100
5;6;68000;68000;1567;0;15;3;0;0;15;3;0.023044117647058823;0.0;;283055;357201;1697743;4808129;298147;283002;356891;4766332;7868627;298387
6;5;71000;71000;13177;0;14;21;5;0;14;16;0.18559154929577465;0.0;;2447704;3225560;4655;5093686;2620451;2447565;2526439;2793726;7079166;2468316
7;4;82000;82000;2089;0;13;3;2;0;12;1;0.02547560975609756;0.0;;377130;451614;4655;7544428;394471;377078;455596;5365137;11405273;385931
8;3;87000;87000;6618;0;12;12;5;0;11;7;0.07606896551724138;0.0;;1192820;8823502;4655;7998191;2772847;1197198;1275395;4933164;9688336;1249975
9;2;92000;92000;17512;3;11;39;21;0;11;18;0.19034782608695652;0.0;;3228472;17211987;4670;9193681;9833418;3232819;3320843;6115047;9826863;3286446
10;1;97000;97000;6927;8;8;15;9;0;10;6;0.07141237113402062;0.0;;1321973;31681511;42407114;58880195;16577018;1252988;1326286;7936052;12709691;1295140
;;1000000;;;;;134;;;;88;0.9898939220242143;0.0;0.9898939220242143
;;;;;;;0.34328358208955223;;;;;
