ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;18900;18900;105;0;6000;0;0;0;6000;0;0.005555555555555556;0.0010402116402116403;;19732;20765;4536;174165;19792;19667;20649;3647;173035;20513
2;19;22500;22500;1463;0;5040;240;0;0;5040;240;0.06502222222222222;0.0008737777777777778;;264333;295308;5357;126397;264367;264244;296546;4385;126147;265086
3;18;26250;26250;458;0;4320;0;0;0;4320;0;0.01744761904761905;0.000748952380952381;;83308;88361;5363;393860;83308;83251;88673;4397;393502;83322
4;17;30240;30240;1911;0;3750;300;0;0;3750;300;0.06319444444444444;0.0006501322751322751;;344970;707333;11736;406399;361181;344913;708135;10847;405949;361702
5;16;39375;39375;766;0;2880;30;0;0;2880;30;0.019453968253968255;0.0004993015873015873;;138745;166230;27036;805528;138766;138688;166090;26147;805552;139016
6;15;40000;40000;38;0;2835;30;15;0;2835;15;0.00095;0.0004915000000000001;;7709;245633;4536;895770;9200;7652;103878;3646;895802;8364
7;14;45000;45000;80;0;2520;0;0;0;2520;0;0.0017777777777777779;0.0004368888888888889;;15230;16232;272659;906737;15256;15200;15793;272476;906767;15200
8;13;50400;50400;931;0;2250;135;0;0;2250;135;0.018472222222222223;0.0003900793650793651;;168444;461707;4543;925171;178942;168387;461607;3652;925196;179367
9;12;56250;56250;295;0;2016;15;0;0;2016;15;0.005244444444444445;0.00034951111111111114;;53966;407463;49543;1097043;55255;53909;407388;48652;1097067;55402
10;11;60480;60480;1115;0;1875;465;0;0;1875;465;0.018435846560846562;0.00032506613756613757;;201693;784636;360742;1154358;236999;201637;784537;360540;1154377;236921
11;10;70000;70000;301;0;1620;0;0;0;1620;0;0.0043;0.00028085714285714286;;55037;55173;4543;1359456;55037;54980;55924;3652;1359474;54980
12;9;84375;84375;6995;0;1344;1993;0;0;1344;1993;0.0829037037037037;0.00023300740740740743;;1260799;2522837;27043;1417953;1559320;1260743;2522744;26152;1417966;1559372
13;8;100800;100800;1475;0;1125;294;-24;0;1125;318;0.014632936507936508;0.00019503968253968256;;266497;2394236;177219;2682272;345931;266441;2393730;177047;3018524;347779
14;7;105000;105000;8361;0;1080;1608;-45;0;1080;1653;0.07962857142857142;0.00018723809523809524;;1506804;4234694;91749;2952459;2023481;1506748;3964734;91566;2952442;1998507
15;6;112500;112500;5254;0;1008;1177;69;0;1008;1108;0.04670222222222222;0.00017475555555555557;;947186;4037542;350620;4761885;1276165;947130;2223289;350285;4761680;1146564
16;5;141750;141750;2796;0;800;361;0;0;800;361;0.019724867724867725;0.00013869488536155205;;504394;4775829;28145;6142216;650721;504336;4776333;27962;6138482;650788
17;4;180000;180000;2024;0;630;223;-10;0;630;233;0.011244444444444444;0.00010922222222222222;;365436;3484087;292323;6649614;476644;365378;3483553;292006;6645900;479435
18;3;200000;200000;14597;0;567;2115;13;0;567;2102;0.072985;9.83e-05;;2657371;9438934;16315;7045577;4596816;2657219;9437392;16132;7041801;4561225
19;2;590625;590625;7820;0;192;433;0;0;192;433;0.01324021164021164;3.3286772486772485e-05;;1409294;9839351;1480159;10502187;2542439;1409238;9837648;1479862;10500784;2541954
20;1;810000;810000;22621;0;140;849;-1;0;140;850;0.02792716049382716;2.4271604938271607e-05;;4730988;16479653;292246;12787924;8163913;4730336;16477086;291946;12780436;8162699
;;113400000;;;;;10268;;;;10251;0.5888432186948852;0.007280094532627867;0.5961233132275131
;;;;;;;0.0016556291390728477;;;;;
