ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;15750;15750;21;0;7200;0;0;0;7200;0;0.0013333333333333333;0.0012482539682539683;;4619;5679;3844;144638;4679;4554;5536;3640;143731;5400
2;19;18900;18900;795;0;6000;0;0;0;6000;0;0.04206349206349207;0.0010402116402116403;;143959;144994;13833;172773;143959;143869;144851;13524;171521;143875
3;18;22500;22500;1073;0;5040;240;0;0;5040;240;0.04768888888888889;0.0008737777777777778;;194145;349137;4536;261590;200273;194089;350152;3640;261320;200890
4;17;37800;37800;901;0;3000;240;0;0;3000;240;0.023835978835978835;0.0005201058201058201;;163038;368818;160760;379297;178904;162981;369097;160460;379219;178856
5;16;39375;39375;63;0;2880;0;0;0;2880;0;0.0016;0.0004993015873015873;;12197;15404;26175;545597;12197;12140;15101;26147;545455;12140
6;15;45360;45360;1581;0;2500;340;0;0;2500;340;0.03485449735449735;0.0004334215167548501;;285571;515299;11736;667648;296446;285515;516061;10847;667205;296914
7;14;56700;56700;2067;0;2000;400;0;0;2000;400;0.036455026455026456;0.0003467372134038801;;373171;582090;170285;956799;391172;373113;582780;170103;956353;391133
8;13;60000;60000;2745;0;1890;630;10;0;1890;620;0.04575;0.0003276666666666667;;495214;1711561;4543;1226203;550178;495156;1711998;3645;1225966;550433
9;12;60480;60480;483;0;1875;111;1;0;1875;110;0.00798611111111111;0.00032506613756613757;;87766;943473;11767;1724631;95791;87734;444830;10852;1724558;92126
10;11;67500;67500;2225;0;1680;651;0;0;1680;651;0.032962962962962965;0.0002912592592592593;;401612;1999858;202526;1816023;486048;401554;1501399;202344;1815948;482947
11;10;72000;72000;1021;0;1575;135;0;0;1575;135;0.014180555555555556;0.0002730555555555556;;184778;1187047;3869;2221151;205086;184722;1186823;3652;2221073;205478
12;9;78750;78750;467;0;1440;0;0;0;1440;0;0.00593015873015873;0.00024965079365079365;;84923;85913;74279;2409501;84923;84866;85257;73981;2409421;84866
13;8;87500;87500;2337;0;1296;535;-5;0;1296;540;0.02670857142857143;0.0002246857142857143;;421774;2300820;4543;2487106;557168;421716;2301534;3652;2483690;557507
14;7;101250;101250;3137;0;1120;757;-4;0;1120;761;0.030982716049382717;0.00019417283950617285;;565897;2906980;49543;2923791;753063;565840;2907005;48651;2920308;758294
15;6;108000;108000;9871;0;1050;2448;0;0;1050;2448;0.09139814814814815;0.00018203703703703703;;1778718;4309880;4543;3643994;2461028;1778662;4025787;3652;3640443;2418595
16;5;120000;120000;10373;0;945;2486;157;0;945;2329;0.08644166666666667;0.00016383333333333335;;1869190;6939394;503934;5644290;3011673;1869134;5032122;503760;5643845;2690044
17;4;131250;131250;1400;0;864;256;4;0;864;252;0.010666666666666666;0.0001497904761904762;;252999;7496797;49543;7867484;431924;252943;6776283;48666;7846553;422145
18;3;168750;168750;5635;0;672;935;-8;0;672;943;0.03339259259259259;0.00011650370370370371;;1015764;8691723;49543;8601337;1938059;1015708;8690741;48653;8324735;1936290
19;2;180000;180000;649;0;630;87;9;0;630;78;0.0036055555555555554;0.00010922222222222222;;117682;2336645;702131;9632397;172451;117625;1614570;701834;9628226;163549
20;1;567000;567000;5956;0;200;318;-2;0;200;320;0.010504409171075839;3.4673721340388014e-05;;1073665;8261019;706103;9753384;2018424;1073609;8259454;705741;9749233;2018009
;;113400000;;;;;10569;;;;10407;0.588341331569665;0.007603426984126986;0.5959447585537919
;;;;;;;0.01532784558614817;;;;;
