ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;10000;10000;109;0;11340;0;0;0;11340;0;0.0109;0.0019660000000000003;;20446;21506;3629;29272;20506;20381;21363;3640;28508;21227
2;19;18900;18900;403;0;6000;0;0;0;6000;0;0.021322751322751323;0.0010402116402116403;;73392;74454;5021;197873;73392;73302;74284;4397;197259;73439
3;18;22500;22500;176;0;5040;0;0;0;5040;0;0.007822222222222222;0.0008737777777777778;;32541;33576;4536;181411;32541;32451;33433;3647;181676;32451
4;17;25200;25200;178;0;4500;0;0;0;4500;0;0.007063492063492063;0.0007801587301587302;;32903;33904;5363;253140;32903;32846;33790;4397;252773;32846
5;16;28350;28350;2734;0;4000;1300;0;0;4000;1300;0.09643738977072311;0.0006934744268077602;;493242;562846;13536;309813;504041;493184;563875;12640;309153;504352
6;15;35000;35000;727;0;3240;40;0;0;3240;40;0.020771428571428573;0.0005617142857142857;;131719;172520;4296;697331;131724;131629;172378;3647;697111;131667
7;14;39375;39375;672;0;2880;100;0;0;2880;100;0.017066666666666667;0.0004993015873015873;;121830;162569;27036;832313;122176;121773;162417;26147;832090;122581
8;13;56250;56250;81;0;2016;8;0;0;2016;8;0.00144;0.00034951111111111114;;15444;181808;40953;957512;15861;15387;181637;40752;957288;16164
9;12;60000;60000;1133;0;1890;176;5;0;1890;171;0.018883333333333332;0.0003276666666666667;;204940;934047;28675;976247;229763;204884;915407;28549;976018;229673
10;11;63000;63000;1066;0;1800;206;20;0;1800;186;0.01692063492063492;0.00031206349206349207;;192870;693846;4543;1184537;198242;192814;693692;3652;1184304;198073
11;10;70875;70875;2982;0;1600;1048;-50;0;1600;1098;0.042074074074074076;0.0002773897707231041;;537983;994187;27043;1380811;584917;537926;994743;26152;1486585;590498
12;9;72000;72000;5896;0;1575;2651;145;0;1575;2506;0.08188888888888889;0.0002730555555555556;;1062755;2676917;4543;1938264;1357512;1062701;1997406;3652;1934726;1289440
13;8;75600;75600;313;0;1500;72;-3;0;1500;75;0.00414021164021164;0.0002600529100529101;;57196;222085;154619;3021995;59982;57139;221877;154320;3021322;60001
14;7;78750;78750;621;0;1440;174;3;0;1440;171;0.007885714285714286;0.00024965079365079365;;112650;333979;175493;3076362;117285;112593;333810;175310;3075818;116999
15;6;84375;84375;2880;0;1344;997;4;0;1344;993;0.034133333333333335;0.00023300740740740743;;519507;3149776;27043;3179622;729737;519449;3150051;26152;3176123;725797
16;5;87500;87500;2644;0;1296;941;12;0;1296;929;0.030217142857142856;0.0002246857142857143;;477041;3582540;93526;3811001;688895;476983;3103003;93652;3807331;666882
17;4;131250;131250;4341;0;864;1188;1;0;864;1187;0.033074285714285716;0.0001497904761904762;;782730;4428223;49543;4331264;1182658;782674;4426861;48652;4327527;1182353
18;3;162000;162000;935;0;700;75;0;0;700;75;0.005771604938271605;0.00012135802469135803;;169158;2848952;4543;5157514;197938;169101;2848049;3652;5153709;198219
19;2;181440;181440;4409;0;625;893;0;0;625;893;0.024300044091710757;0.00010835537918871252;;794970;5251285;33343;5858693;1280341;794914;5249702;32452;5854730;1280345
20;1;450000;450000;46643;0;252;4416;1;0;252;4415;0.10365111111111111;4.368888888888889e-05;;13395864;19700653;85304;6796398;16177011;13393142;19696758;84972;6792367;16171743
;;113400000;;;;;14285;;;;14147;0.5857643298059966;0.009344914638447974;0.5951092444444446
;;;;;;;0.009660483024151208;;;;;
