ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;15750;15750;652;0;7200;0;0;0;7200;0;0.0413968253968254;0.0025523809523809527;117565;117565;40523;195753;117561;117567;38498;197660
2;19;18900;18900;42;0;6000;0;0;0;6000;0;0.0022222222222222222;0.002126984126984127;7762;7762;13523;321056;7758;7764;11498;322838
3;18;20000;20000;474;0;5670;0;0;0;5670;0;0.0237;0.0020099999999999996;85520;91820;175523;336040;85516;91854;173495;337868
4;17;22500;22500;732;0;5040;30;0;0;5040;30;0.03253333333333333;0.0017866666666666669;131964;153056;85523;428943;131960;152775;83484;430837
5;16;25200;25200;358;0;4500;0;0;0;4500;0;0.014206349206349207;0.0015952380952380953;64644;64786;31523;568346;64640;64784;29498;570287
6;15;30240;30240;2580;0;3750;1290;0;0;3750;1290;0.08531746031746032;0.0013293650793650795;464855;742210;9923;640364;464854;742430;7898;642355
7;14;39375;39375;805;0;2880;30;-139;0;2880;169;0.020444444444444446;0.001020952380952381;145105;624443;18023;1112756;145101;624402;15998;1958152
8;13;45000;45000;8241;0;2520;4890;386;0;2520;4504;0.18313333333333334;0.0008933333333333334;1484542;2443638;315639;1265583;1484541;2289777;313581;1267648
9;12;50000;50000;207;0;2268;69;-19;0;2268;88;0.00414;0.000804;37459;701624;175528;2769283;37457;879132;173502;4116234
10;11;52500;52500;5614;0;2160;3458;19;0;2160;3439;0.10693333333333334;0.0007657142857142857;1011331;3657609;85528;2812323;1011330;1953884;83502;3716352
11;10;56700;56700;627;0;2000;164;-47;0;2000;211;0.011058201058201059;0.000708994708994709;113058;2579000;29624;4072495;113056;2386659;27577;4497423
12;9;60000;60000;955;0;1890;603;93;0;1890;510;0.015916666666666666;0.00067;172099;888338;269308;4337775;172067;1080547;267231;4722450
13;8;60480;60480;2873;0;1875;1897;226;0;1875;1671;0.04750330687830688;0.0006646825396825397;517565;4012265;483464;4517710;517578;3834087;481397;4517512
14;7;72000;72000;7729;0;1575;4344;-81;0;1575;4425;0.10734722222222222;0.0005583333333333333;1392270;6745700;175528;5123489;1392268;6037108;173502;6312133
15;6;75000;75000;2897;0;1512;1356;86;0;1512;1270;0.03862666666666666;0.000536;521886;6226543;175528;7152043;521887;4410846;173502;7136941
16;5;75600;75600;614;0;1500;216;-16;0;1500;232;0.008121693121693122;0.0005317460317460317;110729;4702379;120696;7937801;110727;3747059;118710;7769017
17;4;78750;78750;1215;0;1440;548;21;0;1440;527;0.015428571428571429;0.0005104761904761905;219016;6379170;320080;8056418;219016;4061271;318099;7966027
18;3;81000;81000;702;0;1400;311;20;0;1400;291;0.008666666666666666;0.0004962962962962963;126556;7024878;175528;12884915;126554;4432589;173502;9101252
19;2;90720;90720;2630;1;1250;1218;62;0;1250;1156;0.028990299823633155;0.0004431216931216931;473830;7986265;483449;13019310;473829;6769323;481351;10281196
20;1;100000;100000;8357;33;1134;3792;458;0;1134;3334;0.08357;0.000402;1505419;15659289;315257;20795374;1505418;9519888;313322;10755469
;;113400000;;;;;24216;;;;23147;0.8792565961199296;0.020406285714285717;0.8996628818342153
;;;;;;;0.04414436736042286;;;;;
