ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;10000;10000;528;0;11340;0;0;0;11340;0;0.0528;0.004019999999999999;95244;95244;175537;196942;95240;95246;173493;199825
2;19;22500;22500;1518;0;5040;0;0;0;5040;0;0.06746666666666666;0.0017866666666666669;273572;283614;85537;299944;273571;285005;83487;302681
3;18;25200;25200;1150;0;4500;540;0;0;4500;540;0.04563492063492063;0.0015952380952380953;207340;494122;31537;580886;207339;493846;29501;583668
4;17;28350;28350;698;0;4000;22;-10;0;4000;32;0.024620811287477954;0.001417989417989418;125844;235209;4537;795557;125840;235166;12198;798363
5;16;37800;37800;23;0;3000;47;3;0;3000;44;0.0006084656084656085;0.0010634920634920635;4343;295692;31537;928919;4341;295116;29501;1895775
6;15;40000;40000;147;0;2835;5;-3;0;2835;8;0.003675;0.0010049999999999998;26664;246314;278639;938091;26662;245888;276580;2082631
7;14;45000;45000;2789;0;2520;863;-49;0;2520;912;0.06197777777777778;0.0008933333333333334;502455;1005390;457261;972239;502457;965764;455177;2677285
8;13;47250;47250;1840;0;2400;600;-124;0;2400;724;0.038941798941798944;0.0008507936507936508;331522;981204;40542;1482365;331523;1075682;38505;3287921
9;12;50400;50400;5171;0;2250;2464;320;0;2250;2144;0.10259920634920634;0.0007976190476190477;931588;2367582;247004;1821710;931587;1980602;244930;2753340
10;11;52500;52500;5733;0;2160;2460;-43;0;2160;2503;0.1092;0.0007657142857142857;1032734;3736450;85542;2872921;1032732;1832876;83505;3488489
11;10;56700;56700;4119;0;2000;1996;328;0;2000;1668;0.07264550264550265;0.000708994708994709;742086;4747640;147784;4020850;742085;2155909;145726;4021555
12;9;63000;63000;330;0;1800;107;-29;0;1800;136;0.005238095238095238;0.0006380952380952382;59593;1106054;175542;5416573;59591;1179166;173505;5416100
13;8;65625;65625;7990;0;1728;4300;333;0;1728;3967;0.12175238095238096;0.0006125714285714285;1439353;6861998;18042;5480330;1439355;5507103;16005;5481449
14;7;67500;67500;2387;0;1680;1338;162;0;1680;1176;0.035362962962962964;0.0005955555555555556;430086;7017986;367238;7055583;430087;4183200;365176;7040115
15;6;75000;75000;348;0;1512;147;-10;0;1512;157;0.00464;0.000536;62840;4593510;175542;7628860;62838;3801316;173505;7585202
16;5;75600;75600;1250;0;1500;528;0;0;1500;528;0.016534391534391533;0.0005317460317460317;225323;7181174;260126;7699562;225307;4571406;258170;7655953
17;4;81000;81000;974;0;1400;407;-33;0;1400;440;0.012024691358024692;0.0004962962962962963;175516;7859611;175542;7932973;175514;6839359;173491;7927078
18;3;90720;90720;7945;18;1250;3769;385;0;1250;3384;0.08757716049382716;0.0004431216931216931;1431144;14234404;9942;8116720;1431152;9035317;7905;8110917
19;2;94500;94500;26;16;1200;27;-2;0;1200;29;0.0002751322751322751;0.0004253968253968254;4882;5743887;425732;30711258;4885;4878301;423762;10819405
20;1;100000;100000;1660;14;1134;774;107;0;1134;667;0.0166;0.000402;299121;17511818;278684;30736152;299122;10360017;276636;11279007
;;113400000;;;;;20394;;;;19059;0.8801749647266313;0.01958562433862434;0.8997605890652556
;;;;;;;0.06546042953809944;;;;;
