ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;15750;15750;1887;0;7200;0;0;0;7200;0;0.11980952380952381;0.0025523809523809527;339991;346074;40537;196568;339990;346610;38501;199821
2;19;25200;25200;235;0;4500;0;0;0;4500;0;0.009325396825396825;0.0015952380952380953;42503;48573;31537;544443;42506;48565;29501;547548
3;18;28350;28350;2406;0;4000;100;100;0;4000;0;0.08486772486772487;0.001417989417989418;433522;493995;4537;594137;433521;444114;11999;597312
4;17;33750;33750;1505;0;3360;460;-41;0;3360;501;0.04459259259259259;0.001191111111111111;271243;1125441;40537;1034932;271242;1126099;38501;1038172
5;16;37800;37800;1973;0;3000;440;155;0;3000;285;0.0521957671957672;0.0010634920634920635;355459;997499;31537;1313623;355460;718828;29501;1606196
6;15;39375;39375;22;0;2880;20;0;0;2880;20;0.0005587301587301587;0.001020952380952381;4151;59934;18054;1676638;4154;59704;16011;2263702
7;14;45360;45360;1693;0;2500;320;-50;0;2500;370;0.03732363315696649;0.0008862433862433862;305073;941451;9954;1688257;305055;1098860;7911;2879735
8;13;50000;50000;3918;0;2268;1821;-61;0;2268;1882;0.07836;0.000804;705811;2534732;175542;2000982;705793;2533625;173505;3050114
9;12;50400;50400;421;0;2250;42;-24;0;2250;66;0.008353174603174604;0.0007976190476190477;75983;1149411;82248;2716334;75979;1163728;80160;3696251
10;11;52500;52500;6487;0;2160;3496;716;0;2160;2780;0.12356190476190476;0.0007657142857142857;1168584;4161349;85542;2799865;1168583;2992513;83505;3686282
11;10;54000;54000;2602;0;2100;1549;273;0;2100;1276;0.048185185185185185;0.0007444444444444445;468805;4644438;175542;4342486;468796;2419431;173505;5012664
12;9;63000;63000;4692;0;1800;2333;368;0;1800;1965;0.07447619047619047;0.0006380952380952382;845247;5156414;523607;4876749;845244;3389422;521552;4861840
13;8;72000;72000;814;0;1575;363;-56;0;1575;419;0.011305555555555555;0.0005583333333333333;146718;4710605;175542;6798619;146716;3945762;173505;8098032
14;7;75000;75000;222;0;1512;118;-23;0;1512;141;0.00296;0.000536;40154;3521326;175542;7337378;40155;3518801;173505;6944089
15;6;78750;78750;482;0;1440;208;5;0;1440;203;0.0061206349206349205;0.0005104761904761905;86963;2889797;401765;7401544;86961;2200360;399786;7360041
16;5;81000;81000;1610;0;1400;838;66;0;1400;772;0.019876543209876543;0.0004962962962962963;290110;5483540;175542;7496202;290111;5308032;173505;8406717
17;4;84000;84000;2319;0;1350;931;-122;0;1350;1053;0.027607142857142858;0.00047857142857142857;417846;5189355;175542;7781504;417848;4983310;173505;7765517
18;3;90000;90000;1766;0;1260;770;94;0;1260;676;0.01962222222222222;0.0004466666666666667;318195;6530673;175542;8211589;318195;5829975;173505;9732730
19;2;94500;94500;5628;10;1200;3003;590;0;1200;2413;0.059555555555555556;0.0004253968253968254;1013839;9369329;433659;14734656;1013827;6179272;431605;9255727
20;1;100000;100000;5373;27;1134;2529;525;0;1134;2004;0.05373;0.000402;967930;20322318;889918;24195172;967924;9900478;887881;10756256
;;113400000;;;;;19341;;;;16826;0.8823874779541445;0.017331021164021163;0.8997184991181657
;;;;;;;0.1300346414352929;;;;;
