ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;10000;10000;323;0;11340;0;0;0;11340;0;0.0323;0.004019999999999999;58337;58337;175537;196803;58333;58339;173487;197663
2;19;20000;20000;254;0;5670;0;0;0;5670;0;0.0127;0.0020099999999999996;45927;45927;241815;262893;45927;45927;239738;263611
3;18;22500;22500;172;0;5040;0;0;0;5040;0;0.007644444444444444;0.0017866666666666669;31171;31171;85537;316004;31167;31173;83501;316773
4;17;26250;26250;1417;0;4320;0;0;0;4320;0;0.05398095238095238;0.0015314285714285714;255380;261709;40537;354621;255381;262338;38501;355428
5;16;30240;30240;88;0;3750;0;-1;0;3750;1;0.00291005291005291;0.0013293650793650795;16041;16041;9937;617403;16037;16181;7901;951968
6;15;35000;35000;1390;0;3240;240;1;0;3240;239;0.039714285714285716;0.0011485714285714285;250537;298843;175537;640850;250519;325097;173501;1256050
7;14;39375;39375;548;0;2880;180;-27;0;2880;207;0.013917460317460318;0.001020952380952381;98846;250596;18037;898984;98844;250797;16001;2094798
8;13;40000;40000;795;0;2835;270;47;0;2835;223;0.019875;0.0010049999999999998;143303;520749;295779;1004969;143299;484048;293776;2329436
9;12;47250;47250;1313;0;2400;405;-67;0;2400;472;0.02778835978835979;0.0008507936507936508;236662;543256;40542;1155993;236664;830867;38505;3357257
10;11;50000;50000;1666;0;2268;666;-14;0;2268;680;0.03332;0.000804;300193;965731;241739;1400400;300189;1073569;239673;3751313
11;10;54000;54000;959;0;2100;324;-97;0;2100;421;0.01775925925925926;0.0007444444444444445;172813;802540;175542;1708484;172811;980923;173505;4290672
12;9;60000;60000;9027;0;1890;4610;274;0;1890;4336;0.15045;0.00067;1626134;2772812;295947;1889246;1626133;2779230;293944;3467879
13;8;63000;63000;1099;0;1800;301;-104;0;1800;405;0.017444444444444443;0.0006380952380952382;198140;871032;175542;3593833;198141;1051289;173505;5525178
14;7;64800;64800;1510;0;1750;490;-101;0;1750;591;0.02330246913580247;0.0006203703703703703;272125;3114970;31542;3922679;272114;2903158;29505;6629505
15;6;70000;70000;0;0;1620;19;6;0;1620;13;0.0;0.0005742857142857142;509;30083;500957;4252865;489;650;498951;6789006
16;5;72000;72000;2138;0;1575;942;64;0;1575;878;0.029694444444444443;0.0005583333333333333;385277;1710538;175542;4261279;385276;1482634;173505;7211047
17;4;75000;75000;20140;0;1512;10114;1608;0;1512;8506;0.26853333333333335;0.000536;3866659;8824211;175542;4654594;3835983;5994677;173505;4641969
18;3;84000;84000;64;0;1350;47;4;0;1350;43;0.0007619047619047619;0.00047857142857142857;11721;5774850;175542;10432851;11719;2579998;173505;9426513
19;2;84375;84375;5972;20;1344;2872;423;0;1344;2449;0.07077925925925926;0.00047644444444444443;1075752;10716818;18042;10459550;1075743;5361480;16005;9429450
20;1;90720;90720;5045;104;1250;2450;504;0;1250;1946;0.05561067019400353;0.0004431216931216931;908908;21136009;34484;21747370;908908;10621543;32521;10785557
;;113400000;;;;;23930;;;;21410;0.878486340388007;0.02124644444444445;0.8997327848324514
;;;;;;;0.10530714584203928;;;;;
