ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter
1;20;10000;10000;1888;0;11340;0;0;0;11340;0;0.1888;0.004019999999999999;340178;348132;175523;197146;340177;348779;173484;199818
2;19;22500;22500;495;0;5040;0;0;0;5040;0;0.022;0.0017866666666666669;89309;95003;85523;545180;89307;94857;83498;547732
3;18;35000;35000;0;0;3240;34;-1;0;3240;35;0.0;0.0011485714285714285;509;654;175523;641676;503;650;173498;1540741
4;17;37800;37800;873;0;3000;60;-1;0;3000;61;0.023095238095238096;0.0010634920634920635;157343;260082;31523;649417;157341;509379;29498;1473078
5;16;42000;42000;1606;0;2700;300;-126;0;2700;426;0.03823809523809524;0.0009571428571428571;289396;744702;175523;814260;289398;745001;173495;1932244
6;15;45360;45360;1625;0;2500;540;-24;0;2500;564;0.03582451499118166;0.0008862433862433862;292813;757750;9923;1111213;292815;757130;7898;2835923
7;14;47250;47250;1370;0;2400;400;-36;0;2400;436;0.028994708994708993;0.0008507936507936508;246933;609121;40523;1411522;246914;702579;38498;3040397
8;13;50000;50000;3015;0;2268;1454;218;0;2268;1236;0.0603;0.000804;543255;2034648;523571;1666125;543255;1931238;521507;2800283
9;12;50400;50400;717;0;2250;270;68;0;2250;202;0.014226190476190476;0.0007976190476190477;129259;1454077;31528;2569969;129257;583748;29502;3385651
10;11;52500;52500;6520;0;2160;3871;790;0;2160;3081;0.12419047619047618;0.0007657142857142857;1174530;3734941;85528;2707009;1174529;2108341;83502;3145063
11;10;54000;54000;1338;0;2100;473;124;0;2100;349;0.024777777777777777;0.0007444444444444445;241151;3989946;175528;4346660;241149;1299069;173502;4437898
12;9;56250;56250;1633;0;2016;720;-20;0;2016;740;0.02903111111111111;0.0007146666666666666;294258;2578914;40528;4595474;294259;1787524;38502;4593645
13;8;60000;60000;969;0;1890;349;35;0;1890;314;0.01615;0.00067;174615;3619762;523667;4897571;174613;1557474;521624;4895901
14;7;65625;65625;474;0;1728;214;-26;0;1728;240;0.007222857142857143;0.0006125714285714285;85518;1783048;18028;5080080;85516;1717970;15999;5080265
15;6;72000;72000;1942;0;1575;1097;4;0;1575;1093;0.026972222222222224;0.0005583333333333333;349883;4885342;175528;5173516;349882;4285534;173502;7319962
16;5;75000;75000;1771;0;1512;1005;61;0;1512;944;0.023613333333333333;0.000536;319095;4168767;175528;5531537;319097;3619450;173502;6475569
17;4;78750;78750;6324;0;1440;3832;418;0;1440;3414;0.0803047619047619;0.0005104761904761905;1139240;7194173;40528;6224693;1139241;4671997;38502;6211152
18;3;84375;84375;1329;0;1344;693;59;0;1344;634;0.01575111111111111;0.00047644444444444443;239536;7151968;18028;8204017;239536;4446526;16002;8588429
19;2;87500;87500;2312;2;1296;1130;-29;0;1296;1159;0.026422857142857144;0.00045942857142857146;416591;7782720;85528;9111036;416588;5084686;83502;8847569
20;1;90720;90720;8619;23;1250;5186;1173;0;1250;4013;0.09500661375661376;0.0004431216931216931;1904923;14290758;318681;17764674;1904481;8620148;316654;8966419
;;113400000;;;;;21628;;;;18941;0.8809218694885363;0.018805730158730164;0.8997275996472666
;;;;;;;0.12423710005548363;;;;;
