ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;33750;33750;1688;0;3360;0;0;0;3360;0;0.05001481481481482;0.0005825185185185186;;304803;312394;5357;144689;304862;304739;313957;4385;143812;305580
2;19;39375;39375;3213;0;2880;0;0;0;2880;0;0.0816;0.0004993015873015873;;579561;590464;5357;454168;580011;579471;591765;4392;454100;580704
3;18;45000;45000;1340;0;2520;0;0;0;2520;0;0.029777777777777778;0.0004368888888888889;;242204;250205;4536;917436;242207;242148;250581;3640;917616;242295
4;17;50000;50000;176;0;2268;0;0;0;2268;0;0.00352;0.0003932;;32546;39449;4536;1162651;32546;32489;39470;3640;1162829;32489
5;16;50400;50400;3477;0;2250;666;126;0;2250;540;0.06898809523809524;0.0003900793650793651;;627097;1567910;5363;1198265;734193;627040;1533102;4397;1198438;732217
6;15;60000;60000;2131;0;1890;138;18;0;1890;120;0.03551666666666667;0.0003276666666666667;;384697;976547;4536;1828606;418069;384639;1284867;3647;1828773;420452
7;14;60480;60480;3049;0;1875;525;48;0;1875;477;0.050413359788359785;0.00032506613756613757;;550053;1878010;11736;2215113;669103;549996;1455356;10847;2215010;645292
8;13;75600;75600;39;0;1500;0;0;0;1500;0;0.0005158730158730159;0.0002600529100529101;;7879;11170;5363;2768459;7879;7822;11084;4408;2768353;7822
9;12;87500;87500;201;0;1296;3;0;0;1296;3;0.002297142857142857;0.0002246857142857143;;37051;624227;4543;2779688;38131;36994;624078;3645;2779577;38516
10;11;108000;108000;6242;0;1050;630;-1;0;1050;631;0.0577962962962963;0.00018203703703703703;;1125141;2989472;4046;2820202;1367371;1125084;2989478;3652;2820086;1368708
11;10;113400;113400;1776;0;1000;160;1;0;1000;159;0.01566137566137566;0.00017336860670194004;;320676;998606;5363;3941356;374240;320620;999260;4408;3937890;374639
12;9;126000;126000;3935;0;900;319;-22;0;900;341;0.03123015873015873;0.00015603174603174603;;709560;1907652;4543;4264874;828864;709591;2251580;3652;4261424;851102
13;8;129600;129600;3645;0;875;459;32;0;875;427;0.028125;0.00015169753086419755;;657323;3484807;40543;4977302;897590;657266;2409626;39652;4973870;866545
14;7;131250;131250;7181;0;864;1093;91;0;864;1002;0.05471238095238095;0.0001497904761904762;;1294272;6654457;45938;5637581;2121631;1294216;5479202;45766;5634165;1956395
15;6;141750;141750;519;0;800;23;1;0;800;22;0.0036613756613756614;0.00013869488536155205;;94290;2422556;49543;7834379;121093;94233;2422709;48652;7830802;116845
16;5;150000;150000;4883;0;756;610;29;0;756;581;0.03255333333333333;0.0001310666666666667;;880293;6237036;41207;7931749;1467177;880237;5966635;41024;7928193;1438337
17;4;196875;196875;8989;0;576;1079;-4;0;576;1083;0.0456584126984127;9.986031746031747e-05;;1619955;7443925;610642;9105191;2879413;1619898;7443003;610440;9101465;2889855
18;3;200000;200000;5242;0;567;571;5;0;567;566;0.02621;9.83e-05;;945027;10539058;41152;12625360;1856659;944971;6546961;40969;12621557;1736033
19;2;472500;472500;17058;0;240;845;-8;0;240;853;0.0361015873015873;4.1608465608465614e-05;;3073307;14127468;986942;13573506;6709635;3073250;14126495;986644;13569722;6742051
20;1;506250;506250;19390;0;224;955;8;0;224;947;0.038301234567901236;3.883456790123457e-05;;3493425;20536715;358383;17571063;8431913;3493365;16154065;358201;17569214;7994072
;;113400000;;;;;8076;;;;7752;0.6926548853615521;0.004800750088183422;0.6974556354497354
;;;;;;;0.04011887072808321;;;;;
