ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;20;37800;37800;2511;0;3000;0;0;0;3000;0;0.06642857142857143;0.0005201058201058201;;453059;461918;5357;151259;453119;452993;463278;4385;150169;453881
2;19;39375;39375;603;0;2880;0;0;0;2880;0;0.015314285714285714;0.0004993015873015873;;109433;110460;6306;481161;109433;109346;110290;5231;481285;109658
3;18;40000;40000;2245;0;2835;300;150;0;2835;150;0.056125;0.0004915000000000001;;405216;983553;4536;593657;435570;405158;872663;3640;593888;430321
4;17;52500;52500;198;0;2160;0;0;0;2160;0;0.0037714285714285714;0.0003744761904761905;;36507;37537;3768;1001998;36507;36450;37394;3640;1002228;36450
5;16;56700;56700;1217;0;2000;150;5;0;2000;145;0.021463844797178132;0.0003467372134038801;;220053;792824;22536;1039241;238299;219997;752871;21640;1037874;238409
6;15;63000;63000;1981;0;1800;105;0;0;1800;105;0.03144444444444444;0.00031206349206349207;;357701;778498;4336;1260436;380752;357643;779550;3640;1260436;381123
7;14;70875;70875;860;0;1600;20;0;0;1600;20;0.012134038800705467;0.0002773897707231041;;155635;687981;27036;1624366;159772;155603;688035;26147;1624115;160173
8;13;84375;84375;176;0;1344;1;1;0;1344;0;0.002085925925925926;0.00023300740740740743;;32546;196097;6241;1783319;32546;32489;35181;5252;2946215;32511
9;12;87500;87500;12158;0;1296;1848;174;0;1296;1674;0.13894857142857142;0.0002246857142857143;;2190716;3860658;3697;1819400;2705024;2190668;3861259;3645;1819116;2698490
10;11;100800;100800;6472;0;1125;954;11;0;1125;943;0.06420634920634921;0.00019503968253968256;;1166536;5154196;40543;4018556;1606634;1166479;5154160;39666;4018748;1604311
11;10;101250;101250;2993;0;1120;358;22;0;1120;336;0.029560493827160493;0.00019417283950617285;;539958;5531014;4271;5177857;826657;539906;4002618;4408;5174430;757061
12;9;112500;112500;125;0;1008;2;-2;0;1008;4;0.0011111111111111111;0.00017475555555555557;;23366;1032106;4543;5720553;25150;23309;483978;3652;5945657;24747
13;8;120000;120000;7500;0;945;1019;44;0;945;975;0.0625;0.00016383333333333335;;1351698;6641506;413542;5746699;2139848;1351642;6641072;413360;5743306;2117861
14;7;126000;126000;7104;0;900;961;63;0;900;898;0.05638095238095238;0.00015603174603174603;;1280417;8550372;366310;8105841;2074358;1280361;5329937;366128;8084463;1828274
15;6;135000;135000;3438;0;840;364;26;0;840;338;0.025466666666666665;0.00014562962962962964;;620018;7606981;4543;9389776;1022074;620019;5817690;3652;9367913;928820
16;5;140000;140000;2061;0;810;232;13;0;810;219;0.014721428571428571;0.00014042857142857143;;372100;6296488;4543;10063643;544803;372042;4412895;3651;10058677;505789
17;4;150000;150000;4372;0;756;493;10;0;756;483;0.029146666666666668;0.0001310666666666667;;788306;9282961;4543;10641498;1321505;788250;7553412;3652;10638173;1247607
18;3;200000;200000;6865;0;567;650;3;0;567;647;0.034325;9.83e-05;;1237290;10851823;413541;11798432;2276767;1237235;10850877;413359;11795035;2267598
19;2;567000;567000;5316;0;200;195;-1;0;200;196;0.009375661375661376;3.4673721340388014e-05;;958338;10826470;1208002;13202790;2095865;958282;10825317;1207645;13199326;2100054
20;1;590625;590625;10770;0;192;418;1;0;192;417;0.018234920634920635;3.3286772486772485e-05;;1940659;15136373;177669;15155262;4616630;1940607;14104588;177370;15151547;4587113
;;113400000;;;;;8070;;;;7550;0.6927453615520281;0.004746485714285714;0.6974918472663139
;;;;;;;0.0644361833952912;;;;;
