ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;14000;14000;374;0;72;0;0;0;72;0;0.026714285714285715;0.0014042857142857143;;68173;68208;4536;16658;68202;68083;69065;3640;14777;69004
2;9;31000;31000;3272;0;33;7;0;0;33;7;0.1055483870967742;0.0006341935483870968;;590189;670434;4536;87642;607119;590100;671358;3640;85577;607850
3;8;34000;34000;753;0;30;0;0;0;30;0;0.022147058823529412;0.0005782352941176471;;136429;137400;4536;680048;136478;136476;137286;3640;1066767;137087
4;7;55000;55000;4047;0;19;12;-1;0;19;13;0.07358181818181818;0.00035745454545454546;;729809;1403489;4536;818856;875583;729754;1404007;3640;3915051;852373
5;6;60000;60000;21676;0;17;58;6;0;17;52;0.3612666666666667;0.0003276666666666667;;4128369;5616150;4536;1550995;4874744;4060460;4811989;3661;1548961;4607059
6;5;68000;68000;5409;0;15;5;-1;0;15;6;0.07954411764705882;0.00028911764705882354;;975083;6521156;144955;6350987;1490204;975028;5644095;144792;6209275;1401920
7;4;76000;76000;1595;0;14;4;0;0;13;4;0.020986842105263158;0.0002586842105263158;;288106;5093543;4536;7328459;685159;288049;5094181;3661;7326367;715820
8;3;77000;77000;1708;0;13;5;1;0;13;4;0.02218181818181818;0.00025532467532467533;;308466;6910040;4536;7694572;970815;308497;6910596;3661;7692403;914439
9;2;81000;81000;6468;0;12;22;3;0;12;19;0.07985185185185185;0.00024271604938271607;;1165822;3779779;4536;8005681;2024112;1165765;2369427;3661;8003532;1624814
10;1;91000;91000;107;0;11;0;0;0;11;0;0.0011758241758241758;0.00021604395604395604;;20119;20254;4536;9174113;20131;20062;20870;3661;9171983;20145
;;1000000;;;;;113;;;;105;0.7929986704448904;0.004563722307248157;0.7975623927521385
;;;;;;;0.07079646017699115;;;;;
