ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;26000;26000;3532;0;39;0;0;0;39;0;0.13584615384615384;0.0007561538461538463;;636988;644843;4536;16658;638534;636900;645958;3647;14777;639369
2;9;33000;33000;3346;0;31;3;0;0;31;3;0.1013939393939394;0.0005957575757575758;;603515;1252534;4536;656455;667472;603426;1253468;3647;654394;668184
3;8;34000;34000;1447;0;30;0;0;0;30;0;0.04255882352941177;0.0005782352941176471;;261466;265652;4536;1260436;261959;261409;266579;3647;1260114;262466
4;7;43000;43000;1270;0;24;2;0;0;24;2;0.029534883720930234;0.00045720930232558143;;229591;1757136;4536;1526027;304793;229534;1758516;3640;1523974;305420
5;6;64000;64000;8231;0;16;18;0;0;16;18;0.128609375;0.0003071875;;1483427;3248821;4536;1757949;2106671;1483340;3249431;3640;1755914;2107262
6;5;69000;69000;1058;0;15;2;0;0;15;2;0.015333333333333332;0.00028492753623188407;;191442;839965;4536;3243849;277904;191387;840047;3647;3240436;278299
7;4;76000;76000;124;0;14;0;0;0;14;0;0.001631578947368421;0.0002586842105263158;;23179;23313;4536;3437735;23210;23122;23930;3661;3435721;23474
8;3;79000;79000;8286;0;13;18;0;0;13;18;0.1048860759493671;0.0002488607594936709;;1493322;4706847;4536;3463414;2470632;1494037;4513039;3661;3461417;2455842
9;2;84000;84000;3066;0;12;4;0;0;12;4;0.0365;0.00023404761904761908;;553114;1902688;4536;5603752;808634;553057;1902712;3661;5601693;808918
10;1;91000;91000;8891;0;11;19;3;0;11;16;0.09770329670329671;0.00021604395604395604;;1602313;6554215;4560;7038983;3171594;1602255;4798152;3667;7037047;2829630
;;1000000;;;;;66;;;;63;0.6939974604238007;0.003937107599698096;0.6979345680234988
;;;;;;;0.045454545454545456;;;;;
