ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;17000;17000;228;0;59;0;0;0;59;0;0.013411764705882352;0.0011564705882352942;;41891;41926;4536;16658;41920;41801;42783;3640;14777;42688
2;9;21000;21000;1879;0;48;3;0;0;48;3;0.08947619047619047;0.0009361904761904763;;339252;392682;4536;61360;342824;339250;393674;3647;59295;343562
3;8;41000;41000;5875;0;25;16;0;0;25;16;0.14329268292682926;0.00047951219512195123;;1058992;1463146;4536;402915;1190373;1059024;1464100;3647;400839;1191071
4;7;44000;44000;679;0;23;0;0;0;23;0;0.015431818181818182;0.00044681818181818185;;123088;123223;4536;1464270;123131;123031;123975;3647;1462217;123629
5;6;48000;48000;1693;0;21;2;0;0;21;2;0.035270833333333335;0.00040958333333333336;;305734;652408;4536;1589690;324811;305678;652252;3661;1587654;325158
6;5;50000;50000;3147;0;20;12;0;0;20;12;0.06294;0.0003932;;567700;2034104;4536;1897927;754884;567644;2034740;3647;1895911;755293
7;4;56000;56000;3018;0;18;5;1;0;18;4;0.053892857142857145;0.00035107142857142856;;544478;2239417;4536;2468070;664270;544422;2239324;3661;2466074;647593
8;3;63000;63000;5527;0;16;14;2;0;16;12;0.08773015873015873;0.00031206349206349207;;996454;3243370;347544;3015048;1452397;996280;2814123;347361;3013072;1292539
9;2;86000;86000;1635;0;12;5;0;0;12;5;0.019011627906976743;0.00022860465116279072;;295296;2067329;4536;4409851;504918;295241;2067958;3661;4407715;505227
10;1;91000;91000;6554;0;11;13;0;0;11;13;0.07202197802197802;0.00021604395604395604;;1181314;2594690;4536;4707876;1684359;1181257;2594425;3661;4705761;1684319
;;1000000;;;;;70;;;;67;0.5924799114260242;0.004929558302540904;0.5974094697285651
;;;;;;;0.04285714285714286;;;;;
