ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;10000;10000;206;0;100;0;0;0;100;0;0.0206;0.0019660000000000003;;37947;37982;4536;16658;37976;37857;38839;3640;14777;38759
2;9;19000;19000;1026;0;53;6;0;0;53;6;0.054;0.0010347368421052632;;185675;233508;4536;57416;191246;185587;234787;3640;55351;191987
3;8;29000;29000;794;0;35;0;0;0;35;0;0.027379310344827587;0.0006779310344827587;;143777;147813;4536;245309;143919;143720;147954;3647;243233;144519
4;7;37000;37000;9034;0;27;51;2;0;27;49;0.24416216216216216;0.0005313513513513513;;1673230;2069802;4536;391494;1849824;1673093;2070436;3647;389438;1839560
5;6;44000;44000;221;0;23;0;0;0;23;0;0.0050227272727272725;0.00044681818181818185;;40638;40668;4536;2067097;40646;40581;41525;3647;2064966;40963
6;5;52000;52000;480;0;20;0;-1;0;20;1;0.009230769230769232;0.00037807692307692314;;87269;87403;4536;2110123;87293;87212;132406;3647;2108009;89830
7;4;54000;54000;6926;0;19;24;0;0;19;24;0.12825925925925927;0.00036407407407407406;;1248286;3462090;4536;2199967;1915763;1248318;3372353;3647;2197874;1911272
8;3;65000;65000;8046;0;16;34;4;0;16;30;0.12378461538461538;0.00030246153846153845;;1450094;5112798;4536;3689040;2316152;1450042;5022101;3661;3686790;2281402
9;2;78000;78000;2540;0;13;11;-2;0;13;13;0.03256410256410256;0.00025205128205128206;;458308;2104456;95872;5161805;662075;458252;2104241;95690;5139462;680254
10;1;97000;97000;9275;0;10;24;1;0;10;23;0.09561855670103092;0.00020268041237113404;;1717327;6741252;4536;5799360;3553477;1717019;6741612;3661;5796978;3544318
;;1000000;;;;;150;;;;146;0.7406215029194944;0.006156181639792507;0.7467776845592868
;;;;;;;0.02666666666666667;;;;;
