ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;15000;15000;1006;0;67;0;0;0;67;0;0.06706666666666666;0.0013106666666666668;;182071;186863;4536;16658;182513;181982;187994;3640;14777;183296
2;9;22000;22000;1289;0;46;3;0;0;46;3;0.05859090909090909;0.0008936363636363637;;233020;422938;4536;201538;245487;232931;423399;3647;199476;246123
3;8;36000;36000;5391;0;28;12;0;0;28;12;0.14975;0.0005461111111111111;;971851;1402033;4536;436775;1072053;971759;1402943;3647;434701;1072621
4;7;44000;44000;238;0;23;0;0;0;23;0;0.005409090909090909;0.00044681818181818185;;43698;47740;241401;1410906;43893;43641;47989;241218;1408850;43848
5;6;50000;50000;2674;0;20;3;0;0;20;3;0.05348;0.0003932;;482430;1651304;4536;1457069;565372;482374;1651834;3661;1455033;565699
6;5;53000;53000;607;0;19;1;0;0;19;1;0.011452830188679245;0.0003709433962264151;;110117;299746;4536;1941885;120142;110060;299597;3661;1939870;120549
7;4;58000;58000;9870;0;18;33;2;0;18;31;0.17017241379310344;0.00033896551724137933;;1778652;3722827;4536;2054579;2562800;1778597;3723183;3661;2052582;2496550
8;3;70000;70000;1568;0;15;1;0;0;15;1;0.0224;0.00028085714285714286;;283243;401092;4536;4265372;291652;283187;400970;3661;4263223;291874
9;2;74000;74000;278;0;14;0;0;0;14;0;0.0037567567567567566;0.00026567567567567567;;50906;50936;4536;4551288;50917;50849;51657;3661;4549158;51192
10;1;79000;79000;12;0;13;0;0;0;13;0;0.0001518987341772152;0.0002488607594936709;;3017;3047;4536;4604806;3026;2960;3768;3661;4602693;3267
;;1000000;;;;;53;;;;51;0.5422305661393834;0.005095734814726607;0.54732630095411
;;;;;;;0.03773584905660377;;;;;
