ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;396;0;5670;0;-3331;3551;5669;3331;0.0396;0.004019999999999999;;71474;71476;175821;195302;71474;71444;86714;173989;6098094;71471
2;19;20000;20000;1432;0;2835;0;-1865;1864;2834;1865;0.0716;0.0020099999999999996;;258101;265730;256082;275312;258102;258080;276595;254221;7631283;258252
3;18;22500;22500;561;0;2520;0;-1606;1597;2519;1606;0.02493333333333333;0.0017866666666666669;;101169;106476;85831;541534;101174;101173;189691;83989;7971055;101177
4;17;25200;25200;1274;0;2250;270;-1395;1647;2249;1665;0.050555555555555555;0.0015952380952380953;;229658;585961;32276;650805;251430;229639;580912;66049;8218424;230910
5;16;26250;26250;918;0;2160;0;-1626;1605;2159;1626;0.03497142857142857;0.0015314285714285714;;165433;170812;41281;888609;165435;165433;522642;127864;8232827;166671
6;15;30240;30240;4686;0;1875;1665;106;1507;1874;1559;0.15496031746031746;0.0013293650793650795;;844161;1624874;10797;1062377;1047879;844150;1210863;120026;8097653;850318
7;14;39375;39375;2084;0;1440;675;-505;1163;1439;1180;0.05292698412698413;0.001020952380952381;;375551;1946560;18897;1914942;567228;375549;733596;1547425;9621896;377340
8;13;42000;42000;1829;0;1350;450;-443;880;1349;893;0.04354761904761905;0.0009571428571428571;;329551;1929044;175827;2383297;459084;329532;802702;1693155;10050140;332209
9;12;45360;45360;6029;0;1250;2051;1063;918;1249;988;0.13291446208112875;0.0008862433862433862;;1086144;3638477;10801;2721330;1578451;1086127;1560038;2031298;9468699;1098979
10;11;50400;50400;714;0;1125;225;-298;512;1124;523;0.014166666666666666;0.0007976190476190477;;128709;1348637;270972;4286942;177813;128713;487298;3470958;10555885;130612
11;10;54000;54000;2755;0;1050;840;141;687;1049;699;0.05101851851851852;0.0007444444444444445;;496352;4290095;175825;4424257;1006325;496333;917260;3969613;11764079;499976
12;9;56700;56700;2465;0;1000;825;216;577;999;609;0.04347442680776014;0.000708994708994709;;444139;3896018;14401;5350625;939505;444126;984216;3955589;12115096;450182
13;8;60000;60000;3163;5;945;1285;692;581;945;593;0.05271666666666667;0.00067;;569912;5790551;523257;6741274;1570252;569891;821128;4410057;12567831;573076
14;7;63000;63000;117;5;900;20;-410;429;900;430;0.0018571428571428571;0.0006380952380952382;;21226;1456786;175835;13201614;39198;21256;105369;6170781;13506435;21260
15;6;67500;67500;349;5;840;150;-293;437;840;443;0.00517037037037037;0.0005955555555555556;;62995;3018437;196517;13261034;201688;63022;419108;5688355;14218473;64017
16;5;70000;70000;2315;5;810;700;253;434;810;447;0.03307142857142857;0.0005742857142857142;;417142;6106101;256169;13404174;1184884;417131;659751;6522908;14436126;420343
17;4;70875;70875;2335;10;800;908;426;468;800;482;0.03294532627865961;0.0005671957671957671;;420736;6657261;18956;15756300;1663508;420735;747540;7242350;14646863;423954
18;3;78750;78750;8111;275;720;2943;2374;517;720;569;0.10299682539682539;0.0005104761904761905;;1461146;16612820;600591;20261075;9645215;1461124;3015004;7577444;14762171;1480785
19;2;84375;84375;1162;476;672;481;127;350;672;354;0.013771851851851851;0.00047644444444444443;;209472;48461131;63335;96517637;6681639;209478;302404;10766078;17136507;210737
20;1;94500;94500;1003;429;428;272;34;224;600;238;0.010613756613756613;0.0004253968253968254;;180851;211667103;178286026;3120214795;22255815;180849;537094;11227548;18554918;185048
;;56700000;;;;;13760;;;;20100;0.9678126807760142;0.021845544973544975;0.9896582257495592
;;;;;;;-0.46075581395348836;;;;;
