ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;102;0;11340;0;-4566;5161;11339;4566;0.0102;0.004019999999999999;;18553;18555;175821;193393;18553;18523;30092;173853;6400618;18523
2;19;18900;18900;185;0;6000;0;-2862;2854;5999;2862;0.009788359788359789;0.002126984126984127;;33492;33498;13821;220495;33492;33466;71747;11989;7960420;33497
3;18;25200;25200;225;0;4500;0;-2570;2556;4499;2570;0.008928571428571428;0.0015952380952380953;;40700;40706;32388;261975;40700;40704;75455;31278;9044729;40705
4;17;30240;30240;4260;0;3750;2160;-249;2288;3749;2409;0.14087301587301587;0.0013293650793650795;;767481;852149;10221;310702;789974;767462;850672;8412;9175295;771158
5;16;40000;40000;1973;0;2835;660;-840;1465;2834;1500;0.049325;0.0010049999999999998;;355595;1238841;203090;1086478;420145;355456;1171998;700205;11056981;357510
6;15;50400;50400;7458;0;2250;2640;911;1405;2249;1729;0.14797619047619048;0.0007976190476190477;;1343472;2609952;81531;1450326;1518227;1343452;2189526;1442905;11723080;1353506
7;14;52500;52500;15365;0;2160;7765;5457;1938;2159;2308;0.2926666666666667;0.0007657142857142857;;2799282;5575895;85821;2838369;4192504;2767686;3727489;1849038;10210372;2789511
8;13;56250;56250;3142;0;2016;1305;284;962;2016;1021;0.05585777777777778;0.0007146666666666666;;566128;6961734;40825;6553927;985254;566116;1352998;3172975;12529589;570179
9;12;56700;56700;704;0;2000;276;-454;714;2000;730;0.012416225749559083;0.000708994708994709;;126907;5666320;56236;7183030;234727;126911;163634;3965244;12654312;127369
10;11;60000;60000;1981;0;1890;877;39;814;1890;838;0.033016666666666666;0.00067;;356913;7513801;203094;7321218;759519;356901;436989;4377837;12743433;359000
11;10;63000;63000;105;0;1800;16;-449;461;1800;465;0.0016666666666666668;0.0006380952380952382;;19093;1618514;176290;8080733;20670;19097;55602;4475213;13245442;19101
12;9;65625;65625;1731;0;1728;738;139;545;1728;599;0.026377142857142856;0.0006125714285714285;;311915;5598599;18327;8100663;539472;311902;1217019;4539910;14486122;315356
13;8;67500;67500;547;0;1680;177;-414;577;1680;591;0.008103703703703703;0.0005955555555555556;;98653;5774292;85825;8428841;174190;98657;153722;5177803;14732832;99153
14;7;70000;70000;694;0;1620;313;-103;407;1620;416;0.009914285714285714;0.0005742857142857142;;125122;7517885;203094;8536076;273434;125126;939700;5647632;14804566;126314
15;6;70875;70875;735;0;1600;353;-255;593;1600;608;0.01037037037037037;0.0005671957671957671;;132500;7201491;18327;8665553;332920;132474;172737;6317656;15378081;133386
16;5;72000;72000;82;0;1575;57;-497;550;1575;554;0.001138888888888889;0.0005583333333333333;;14962;5637113;175825;8811022;54905;14966;92110;5875345;15957762;14969
17;4;84000;84000;3515;24;1350;1518;982;434;1350;536;0.041845238095238095;0.00047857142857142857;;633247;9195926;175825;8847809;1557196;633250;1507213;7355032;16377872;640974
18;3;90000;90000;4922;189;1260;2683;2111;470;1260;572;0.05468888888888889;0.0004466666666666667;;886633;18291279;203152;25859248;5549427;886632;1799877;7996493;17989929;895047
19;2;90720;90720;4770;1186;1250;2850;2281;417;1250;569;0.05257936507936508;0.0004431216931216931;;859262;45177665;865669;62384364;14543113;859262;988677;9981211;17800588;867653
20;1;100000;100000;305;530;529;67;-316;379;1134;383;0.00305;0.000402;;55099;680394740;799362294;11410287373;30462530;55103;87976;11978388;20214506;55176
;;113400000;;;;;24455;;;;25826;0.9707830246913582;0.01904997883597884;0.989833003527337
;;;;;;;-0.056062154978531994;;;;;
