ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;1628;0;5670;0;-2621;2624;5669;2621;0.0814;0.0020099999999999996;;293374;301758;175821;193526;293375;293343;311959;173989;7297989;293379
2;19;22500;22500;262;0;5040;0;-2287;2281;5039;2287;0.011644444444444445;0.0017866666666666669;;47347;52334;85821;495457;47347;47351;62664;84005;7691788;47355
3;18;25200;25200;1212;0;4500;360;-1917;2260;4499;2277;0.048095238095238094;0.0015952380952380953;;218489;525226;31823;550911;232129;218470;539549;31075;7950363;218783
4;17;30240;30240;2458;0;3750;660;-1471;2119;3749;2131;0.08128306878306878;0.0013293650793650795;;442868;814892;10231;777447;477504;442868;756981;154849;8405502;445310
5;16;37800;37800;6890;0;3000;2306;393;1861;2999;1913;0.18227513227513228;0.0010634920634920635;;1241110;2075589;31831;1228425;1421928;1241097;1619109;414956;8515961;1251784
6;15;39375;39375;2647;0;2880;959;-523;1470;2879;1482;0.06722539682539683;0.001020952380952381;;476882;2423887;18331;2479890;645311;476885;848165;1400664;8879385;479936
7;14;45000;45000;2315;0;2520;900;-237;1128;2519;1137;0.051444444444444445;0.0008933333333333334;;417128;3168369;232240;2973209;627923;417130;1107251;2030416;9829692;420243
8;13;45360;45360;3391;0;2500;1600;668;908;2499;932;0.07475749559082892;0.0008862433862433862;;610942;3838458;10801;3402099;918437;610928;1155947;2153033;9899580;616677
9;12;54000;54000;712;0;2100;203;-412;603;2099;615;0.013185185185185185;0.0007444444444444445;;128352;1392387;175825;4387533;170745;128356;495045;3315144;11311757;129804
10;11;56250;56250;1237;0;2016;566;-309;866;2015;875;0.02199111111111111;0.0007146666666666666;;222977;3782611;40835;4517873;443086;222976;536440;3824003;12558898;224909
11;10;56700;56700;396;0;2000;190;-175;360;2000;365;0.006984126984126984;0.000708994708994709;;71470;1808531;14290;4982539;113443;71474;439389;4184182;11849713;71786
12;9;60000;60000;5423;0;1890;3018;2210;796;1890;808;0.09038333333333333;0.00067;;976921;5967068;478213;5062627;2059290;976919;1280199;4468006;12462221;982842
13;8;60480;60480;2346;0;1875;1372;982;370;1875;390;0.03878968253968254;0.0006646825396825397;;422707;6181877;462416;6505159;1043717;422707;963077;5114297;12353121;427125
14;7;70875;70875;3055;7;1600;1608;1006;586;1600;602;0.04310405643738977;0.0005671957671957671;;550455;6904950;18380;10777407;1701790;550442;1088030;6176657;14341409;555694
15;6;75000;75000;361;2;1512;163;-196;359;1512;359;0.0048133333333333335;0.000536;;65154;5664185;175825;17959463;168301;65184;86903;7094313;16109522;65188
16;5;78750;78750;2451;11;1440;1276;922;342;1440;354;0.031123809523809522;0.0005104761904761905;;441609;8822925;527196;18106340;1577712;441610;1498127;7674917;15206597;446177
17;4;84375;84375;6578;160;1344;3652;2944;673;1344;708;0.07796148148148148;0.00047644444444444443;;1184944;19042711;18335;19552582;7116400;1184946;2179948;8382159;16426497;1198635
18;3;87500;87500;2875;682;1296;1802;1325;470;1296;477;0.032857142857142856;0.00045942857142857146;;517933;31735803;85835;55149700;8043537;517940;1121592;10133824;17677748;522081
19;2;90000;90000;345;783;1260;229;127;100;1260;102;0.003833333333333333;0.0004466666666666667;;62264;64465061;658991;161912098;2015278;62294;370154;9723491;17541474;63088
20;1;90720;90720;823;1138;1137;595;501;86;1250;94;0.009071869488536156;0.0004431216931216931;;148327;298792952;212329548;2106228314;17190037;148331;526754;9587094;17422149;150251
;;113400000;;;;;21459;;;;20529;0.9722236860670194;0.017527412698412702;0.9897510987654321
;;;;;;;0.04333845938766951;;;;;
