ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;952;0;11340;0;-4504;5365;11339;4504;0.0952;0.004019999999999999;;171553;177377;175820;193227;171553;171523;194029;173986;6352451;171550
2;19;20000;20000;1261;0;5670;0;-2703;2699;5669;2703;0.06305;0.0020099999999999996;;227314;240152;356163;373472;227314;227293;246750;354383;7916388;227316
3;18;22500;22500;182;0;5040;0;-2868;2860;5039;2868;0.008088888888888889;0.0017866666666666669;;32948;32954;85820;608839;32948;32937;227655;83986;8324499;32955
4;17;33750;33750;190;0;3360;0;-1961;1952;3359;1961;0.005629629629629629;0.001191111111111111;;34393;34399;40820;649884;34393;34397;225455;39046;10306059;34400
5;16;39375;39375;2680;0;2880;630;-1189;1737;2879;1819;0.06806349206349206;0.001020952380952381;;482854;959303;18322;692431;546373;482835;953104;106537;10826445;490576
6;15;40000;40000;783;0;2835;165;-1020;1163;2834;1185;0.019575;0.0010049999999999998;;141136;684506;592436;1183604;158055;141140;368823;592071;10409613;142618
7;14;50000;50000;1147;0;2268;201;-990;1172;2267;1191;0.02294;0.000804;;206795;793372;356167;1333135;221175;206774;632222;1325169;12522954;208672
8;13;52500;52500;1317;0;2160;123;-1050;1139;2159;1173;0.025085714285714284;0.0007657142857142857;;237371;1034198;85824;1548291;254618;237374;704289;1539645;12726307;241269
9;12;54000;54000;1960;0;2100;631;-523;1090;2099;1154;0.0362962962962963;0.0007444444444444445;;353124;1191694;175824;1794253;389809;353110;1035461;1784799;12633729;360480
10;11;56250;56250;4230;0;2016;1317;-101;1304;2015;1418;0.0752;0.0007146666666666666;;762087;2463228;40824;2340593;1020942;762074;1339639;2172920;12496396;776442
11;10;56700;56700;871;0;2000;139;-766;883;1999;905;0.015361552028218695;0.000708994708994709;;156980;2192640;13824;3108979;181518;156954;593903;2963823;13520534;159542
12;9;60000;60000;1888;0;1890;555;-314;846;1889;869;0.031466666666666664;0.00067;;340169;2595409;592607;3268065;446404;340157;851889;3265186;12982154;343715
13;8;67500;67500;7184;0;1680;2554;1401;1000;1679;1153;0.10642962962962962;0.0005955555555555556;;1294155;4472030;171248;3630655;2077000;1294134;2271891;3613467;13379696;1321706
14;7;70000;70000;874;0;1620;302;-240;529;1619;542;0.012485714285714286;0.0005742857142857142;;157507;3812670;356218;5399935;259935;157511;626580;5363165;14968001;159243
15;6;70875;70875;1349;0;1600;502;-157;619;1599;659;0.019033509700176365;0.0005671957671957671;;243147;5627902;18324;5561615;432328;243137;1165773;4140433;15286874;250237
16;5;72000;72000;3479;0;1575;1518;776;648;1575;742;0.04831944444444444;0.0005583333333333333;;626791;6461702;175824;6001382;1283569;626773;1097259;5346378;15373025;642826
17;4;75000;75000;11666;6;1512;5807;4594;923;1512;1213;0.15554666666666667;0.000536;;2285956;9743387;175824;6688651;5449008;2101373;3259823;4571765;14593721;2155110
18;3;78750;78750;6272;104;1440;3295;2534;501;1440;761;0.07964444444444445;0.0005104761904761905;;1129862;13446864;533003;20179453;4697340;1129867;1642008;5826261;15762223;1173040
19;2;84375;84375;13;113;1344;32;-277;305;1344;309;0.00015407407407407408;0.00047644444444444443;;2509;8669926;18334;35961895;20003;2539;423401;6805242;17733891;2657
20;1;90720;90720;7487;1229;1228;3727;2807;739;1250;920;0.08252865961199295;0.0004431216931216931;;1348700;48652431;28170164;396545887;16511536;1348671;1924547;7657609;18139922;1386790
;;113400000;;;;;21498;;;;28049;0.9700993827160495;0.01970296296296297;0.9898023456790124
;;;;;;;-0.3047260210252116;;;;;
