ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;33000;33000;1061;0;31;0;0;0;31;0;0.03215151515151515;0.0012181818181818183
2;9;34000;34000;2915;0;30;0;0;0;30;0;0.08573529411764706;0.0011823529411764705
3;8;49000;49000;374;0;21;0;0;0;21;0;0.0076326530612244895;0.0008204081632653061
4;7;63000;63000;5423;0;16;5;2;0;16;3;0.08607936507936507;0.0006380952380952382
5;6;63000;63000;23281;0;16;31;9;0;16;22;0.36953968253968256;0.0006380952380952382
6;5;70000;70000;3740;0;15;7;-1;0;15;8;0.05342857142857143;0.0005742857142857142
7;4;77000;77000;1964;0;13;4;0;0;13;4;0.025506493506493505;0.0005220779220779221
8;3;78000;78000;953;0;13;0;-1;0;13;1;0.012217948717948717;0.0005153846153846154
9;2;82000;82000;15098;0;12;24;8;0;12;16;0.1841219512195122;0.0004902439024390243
10;1;95000;95000;8217;5;10;18;10;0;11;8;0.08649473684210526;0.0004231578947368421
;;1000000;;;;;89;;;;62;0.9429082116640654;0.007022283447738189;0.9499304951118035
;;;;;;;0.30337078651685395;;;;;
