ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;23000;23000;1919;0;44;0;0;0;44;0;0.08343478260869565;0.0017478260869565217
2;9;23000;23000;933;0;44;0;0;0;44;0;0.04056521739130435;0.0017478260869565217
3;8;36000;36000;1094;0;28;1;0;0;28;1;0.03038888888888889;0.0011166666666666666
4;7;41000;41000;6539;0;25;10;1;0;25;9;0.15948780487804878;0.0009804878048780487
5;6;43000;43000;2931;0;24;6;0;0;24;6;0.06816279069767442;0.0009348837209302325
6;5;70000;70000;6310;0;15;7;0;0;15;7;0.09014285714285715;0.0005742857142857142
7;4;81000;81000;4362;0;13;11;0;0;13;11;0.05385185185185185;0.0004962962962962963
8;3;85000;85000;10007;0;12;20;0;0;12;20;0.11772941176470589;0.0004729411764705882
9;2;94000;94000;4135;0;11;8;0;0;11;8;0.04398936170212766;0.00042765957446808513
10;1;94000;94000;300;0;11;1;0;0;11;1;0.0031914893617021275;0.00042765957446808513
;;1000000;;;;;64;;;;63;0.6909444562878567;0.008926532702376758;0.6998709889902335
;;;;;;;0.015625;;;;;
