ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;405;0;84;0;0;0;84;0;0.03375;0.0033499999999999997
2;9;18000;18000;3559;0;56;0;0;0;56;0;0.19772222222222222;0.0022333333333333333
3;8;54000;54000;2356;0;19;1;0;0;19;1;0.04362962962962963;0.0007444444444444445
4;7;64000;64000;5403;0;16;7;0;0;16;7;0.084421875;0.000628125
5;6;67000;67000;1090;0;15;3;0;0;15;3;0.01626865671641791;0.0006000000000000001
6;5;68000;68000;2977;0;15;4;0;0;15;4;0.04377941176470588;0.0005911764705882353
7;4;70000;70000;1097;0;15;2;0;0;15;2;0.015671428571428572;0.0005742857142857142
8;3;71000;71000;1731;0;15;3;0;0;15;3;0.024380281690140844;0.0005661971830985916
9;2;74000;74000;5732;0;14;14;1;0;14;13;0.07745945945945946;0.0005432432432432432
10;1;91000;91000;230;0;11;0;0;0;11;0;0.0025274725274725277;0.0004417582417582418
;;1000000;;;;;34;;;;33;0.5396104375814771;0.010272563630751803;0.5498830012122289
;;;;;;;0.029411764705882353;;;;;
