ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;16000;16000;207;0;63;0;0;0;63;0;0.0129375;0.0025125
2;9;17000;17000;1455;0;59;3;3;0;59;0;0.08558823529411765;0.002364705882352941
3;8;17000;17000;3271;0;59;9;9;0;59;0;0.19241176470588237;0.002364705882352941
4;7;44000;44000;5218;0;23;13;0;0;23;13;0.1185909090909091;0.0009136363636363636
5;6;46000;46000;2750;0;22;9;2;0;22;7;0.059782608695652176;0.0008739130434782608
6;5;51000;51000;1759;0;20;2;1;0;20;1;0.03449019607843137;0.0007882352941176471
7;4;54000;54000;2207;0;19;6;0;0;19;6;0.04087037037037037;0.0007444444444444445
8;3;65000;65000;8361;0;16;24;0;0;16;24;0.12863076923076924;0.0006184615384615384
9;2;77000;77000;3913;0;13;11;0;0;13;11;0.05081818181818182;0.0005220779220779221
10;1;92000;92000;1252;0;11;3;0;0;11;3;0.013608695652173913;0.0004369565217391304
;;1000000;;;;;80;;;;65;0.737729230936488;0.012139636892661189;0.7498688678291492
;;;;;;;0.1875;;;;;
