ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;28000;28000;3752;0;36;0;0;0;36;0;0.134;0.0014357142857142856
2;9;44000;44000;668;0;23;0;0;0;23;0;0.015181818181818182;0.0009136363636363636
3;8;48000;48000;4363;0;21;4;1;0;21;3;0.09089583333333333;0.0008374999999999999
4;7;53000;53000;883;0;19;1;0;0;19;1;0.016660377358490568;0.0007584905660377359
5;6;61000;61000;1074;0;17;1;-1;0;17;2;0.017606557377049182;0.000659016393442623
6;5;65000;65000;920;0;16;0;-2;0;16;2;0.014153846153846154;0.0006184615384615384
7;4;77000;77000;20537;0;13;35;8;0;13;27;0.26671428571428574;0.0005220779220779221
8;3;85000;85000;2294;0;12;3;-1;0;12;4;0.026988235294117646;0.0004729411764705882
9;2;90000;90000;17373;0;11;35;11;0;11;24;0.19303333333333333;0.0004466666666666667
10;1;93000;93000;6286;0;11;13;3;0;11;10;0.06759139784946236;0.000432258064516129
;;1000000;;;;;92;;;;73;0.8428256845957364;0.007096762977023853;0.8499224475727603
;;;;;;;0.20652173913043478;;;;;
