ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;390;0;91;0;0;0;91;0;0.035454545454545454;0.0036545454545454546
2;9;15000;15000;370;0;67;0;0;0;67;0;0.024666666666666667;0.00268
3;8;34000;34000;2393;0;30;8;0;0;30;8;0.07038235294117647;0.0011823529411764705
4;7;57000;57000;5309;0;18;13;0;0;18;13;0.09314035087719298;0.0007052631578947368
5;6;73000;73000;2082;0;14;5;0;0;14;5;0.02852054794520548;0.0005506849315068494
6;5;74000;74000;5365;0;14;15;0;0;14;15;0.0725;0.0005432432432432432
7;4;79000;79000;6912;0;13;23;1;0;13;22;0.08749367088607594;0.0005088607594936708
8;3;81000;81000;4924;0;13;11;0;0;13;11;0.06079012345679012;0.0004962962962962963
9;2;84000;84000;3988;0;12;11;0;0;12;11;0.04747619047619048;0.00047857142857142857
10;1;91000;91000;1657;0;11;8;0;0;11;8;0.01820879120879121;0.0004417582417582418
;;1000000;;;;;94;;;;93;0.5386332399126348;0.011241576454486394;0.5498748163671212
;;;;;;;0.010638297872340425;;;;;
