ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;20000;20000;918;0;50;0;0;0;50;0;0.0459;0.0020099999999999996
2;9;33000;33000;4154;0;31;7;0;0;31;7;0.12587878787878787;0.0012181818181818183
3;8;44000;44000;11549;0;23;15;7;0;23;8;0.2624772727272727;0.0009136363636363636
4;7;51000;51000;939;0;20;1;0;0;20;1;0.018411764705882353;0.0007882352941176471
5;6;62000;62000;611;0;17;3;1;0;17;2;0.009854838709677419;0.0006483870967741935
6;5;69000;69000;1430;0;15;3;-1;0;15;4;0.02072463768115942;0.0005826086956521739
7;4;79000;79000;3349;0;13;7;1;0;13;6;0.04239240506329114;0.0005088607594936708
8;3;81000;81000;6513;0;13;9;0;0;13;9;0.08040740740740741;0.0004962962962962963
9;2;91000;91000;2639;0;11;4;0;0;11;4;0.029;0.0004417582417582418
10;1;99000;99000;679;0;11;0;0;0;11;0;0.006858585858585858;0.0004060606060606061
;;1000000;;;;;49;;;;41;0.6419057000320642;0.008014025171971011;0.6499197252040352
;;;;;;;0.16326530612244897;;;;;
