ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;947;0;91;0;0;0;91;0;0.08609090909090909;0.0036545454545454546
2;9;24000;24000;505;0;42;0;0;0;42;0;0.021041666666666667;0.0016749999999999998
3;8;28000;28000;1901;0;36;4;0;0;36;4;0.06789285714285714;0.0014357142857142856
4;7;37000;37000;1065;0;27;6;0;0;27;6;0.028783783783783785;0.0010864864864864863
5;6;39000;39000;1903;0;26;5;0;0;26;5;0.0487948717948718;0.0010307692307692307
6;5;41000;41000;4312;0;25;25;4;0;25;21;0.10517073170731707;0.0009804878048780487
7;4;43000;43000;5263;0;24;31;2;0;24;29;0.1223953488372093;0.0009348837209302325
8;3;70000;70000;1497;0;15;3;0;0;15;3;0.021385714285714286;0.0005742857142857142
9;2;96000;96000;4993;0;11;12;0;0;11;12;0.05201041666666667;0.00041874999999999996
10;1;100000;100000;3407;0;10;7;0;0;10;7;0.03407;0.000402
;;1000000;;;;;93;;;;87;0.5876362999759959;0.012192922697609455;0.5998292226736053
;;;;;;;0.06451612903225806;;;;;
