ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;13000;13000;1155;0;77;0;0;0;77;0;0.08884615384615385;0.003092307692307692
2;9;20000;20000;553;0;50;0;0;0;50;0;0.02765;0.0020099999999999996
3;8;38000;38000;2520;0;27;6;-4;0;27;10;0.06631578947368422;0.0010578947368421053
4;7;40000;40000;4511;0;25;12;2;0;25;10;0.112775;0.0010049999999999998
5;6;48000;48000;8388;0;21;25;1;0;21;24;0.17475;0.0008374999999999999
6;5;52000;52000;4692;0;20;13;-2;0;19;15;0.09023076923076923;0.000773076923076923
7;4;61000;61000;9641;0;17;29;0;0;17;29;0.15804918032786885;0.000659016393442623
8;3;71000;71000;984;0;15;4;2;0;14;2;0.013859154929577466;0.0005661971830985916
9;2;73000;73000;1177;0;14;4;2;0;14;2;0.01612328767123288;0.0005506849315068494
10;1;76000;76000;14457;3;12;52;25;0;13;27;0.19022368421052632;0.0005289473684210527
;;1000000;;;;;145;;;;119;0.9388230196898129;0.011080625228695837;0.9499036449185086
;;;;;;;0.1793103448275862;;;;;
