ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;18000;18000;2792;0;56;0;0;0;56;0;0.15511111111111112;0.0022333333333333333
2;9;24000;24000;2105;0;42;0;0;0;42;0;0.08770833333333333;0.0016749999999999998
3;8;29000;29000;2245;0;35;6;0;0;35;6;0.07741379310344827;0.001386206896551724
4;7;51000;51000;11074;0;20;28;1;0;20;27;0.21713725490196079;0.0007882352941176471
5;6;55000;55000;275;0;19;1;0;0;19;1;0.005;0.0007309090909090909
6;5;62000;62000;922;0;17;3;0;0;17;3;0.014870967741935484;0.0006483870967741935
7;4;64000;64000;1276;0;16;1;-2;0;16;3;0.0199375;0.000628125
8;3;76000;76000;12869;0;13;38;3;0;13;35;0.16932894736842105;0.0005289473684210527
9;2;89000;89000;7462;1;11;23;0;0;11;23;0.08384269662921348;0.00045168539325842697
10;1;89000;89000;891;1;11;8;6;0;11;2;0.01001123595505618;0.00045168539325842697
;;1000000;;;;;108;;;;100;0.8403618401444798;0.009522514866623893;0.8498843550111037
;;;;;;;0.07407407407407407;;;;;
