ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;24000;24000;365;0;42;0;0;0;42;0;0.015208333333333334;0.0016749999999999998
2;9;39000;39000;5647;0;26;3;0;0;26;3;0.1447948717948718;0.0010307692307692307
3;8;48000;48000;11022;0;21;4;1;0;21;3;0.229625;0.0008374999999999999
4;7;53000;53000;6781;0;19;6;1;0;19;5;0.1279433962264151;0.0007584905660377359
5;6;55000;55000;490;0;19;1;0;0;19;1;0.00890909090909091;0.0007309090909090909
6;5;70000;70000;3097;0;15;8;2;0;15;6;0.044242857142857146;0.0005742857142857142
7;4;77000;77000;11979;0;13;23;5;0;13;18;0.15557142857142858;0.0005220779220779221
8;3;96000;96000;2344;0;11;5;0;0;11;5;0.024416666666666666;0.00041874999999999996
9;2;98000;98000;948;0;11;1;0;0;11;1;0.009673469387755103;0.00041020408163265306
10;1;100000;100000;3217;0;10;6;1;0;10;5;0.03217;0.000402
;;1000000;;;;;57;;;;47;0.7925551140324186;0.007359986605712347;0.799915100638131
;;;;;;;0.17543859649122806;;;;;
