ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;20000;20000;3099;0;50;0;0;0;50;0;0.15495;0.0020099999999999996
2;9;20000;20000;1055;0;50;0;0;0;50;0;0.05275;0.0020099999999999996
3;8;28000;28000;533;0;36;0;0;0;36;0;0.019035714285714284;0.0014357142857142856
4;7;53000;53000;6688;0;19;12;2;0;19;10;0.12618867924528301;0.0007584905660377359
5;6;54000;54000;7936;0;19;9;-2;0;19;11;0.14696296296296296;0.0007444444444444445
6;5;73000;73000;15602;0;14;29;2;0;14;27;0.21372602739726027;0.0005506849315068494
7;4;77000;77000;2598;0;13;5;-1;0;13;6;0.03374025974025974;0.0005220779220779221
8;3;80000;80000;6077;0;13;14;4;0;13;10;0.0759625;0.0005024999999999999
9;2;84000;84000;8755;2;12;19;6;0;12;13;0.10422619047619047;0.00047857142857142857
10;1;86000;86000;1103;5;12;4;4;0;12;0;0.012825581395348838;0.00046744186046511623
;;1000000;;;;;92;;;;77;0.9403679155030196;0.009479925438817781;0.9498478409418374
;;;;;;;0.16304347826086957;;;;;
