ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;52500;52500;6553;0;2160;0;0;0;2160;0;0.12481904761904762;0.0007657142857142857;;1180459;1194121;85552;192494;1182404;1180461;1194076;83517;192839;1182344
2;19;56250;56250;761;0;2016;0;0;0;2016;0;0.013528888888888889;0.0007146666666666666;;137179;142088;40552;1380835;137181;137183;141984;38517;1380271;137183
3;18;56700;56700;263;0;2000;0;0;0;2000;0;0.004638447971781305;0.000708994708994709;;47534;47677;13552;1525465;47534;47542;47678;11517;1525775;47542
4;17;65625;65625;655;0;1728;0;0;0;1728;0;0.00998095238095238;0.0006125714285714285;;118097;123385;18052;1580719;118107;118105;123327;16017;1581542;118109
5;16;70000;70000;1920;0;1620;117;0;0;1620;117;0.027428571428571427;0.0005742857142857142;;345938;560480;175552;1707299;354468;345939;560749;173517;1708181;354432
6;15;70875;70875;256;0;1600;0;0;0;1600;0;0.0036119929453262787;0.0005671957671957671;;46276;46419;18052;2061741;46276;46280;50655;16017;2062710;46283
7;14;72000;72000;441;0;1575;12;1;0;1575;11;0.006125;0.0005583333333333333;;79579;230382;175552;2113424;80252;79587;229958;173518;2110458;80206
8;13;90000;90000;103;0;1260;0;-2;0;1260;2;0.0011444444444444445;0.0004466666666666667;;18736;18879;175556;2200769;18736;18740;79186;173521;4954900;18744
9;12;100000;100000;15490;0;1134;1845;96;0;1134;1749;0.1549;0.000402;;2790157;4837152;175556;2227165;3399258;2790157;4835279;173521;3938608;3400353
10;11;100800;100800;6573;0;1125;821;121;0;1125;700;0.06520833333333333;0.00039880952380952383;;1184063;5943488;31556;5025049;1636946;1184045;3110829;29521;6366709;1410690
11;10;118125;118125;3471;0;960;223;-82;0;960;305;0.029384126984126985;0.0003403174603174603;;625346;6535462;18056;6216997;881222;625327;6533715;16021;8328757;917912
12;9;120000;120000;77;0;945;9;-4;0;945;13;0.0006416666666666667;0.000335;;14061;429093;175556;6850277;15274;14065;1207503;173521;9304100;15934
13;8;129600;129600;4672;0;875;439;-25;0;875;464;0.036049382716049384;0.00031018518518518515;;841645;7256109;31556;6872221;1249494;841634;7230998;29521;10262637;1258873
14;7;131250;131250;15075;0;864;1672;247;0;864;1425;0.11485714285714285;0.00030628571428571423;;2715478;10162274;167820;7721807;4372133;2715479;8658741;165819;7719472;3941506
15;6;150000;150000;2324;0;756;223;14;0;756;209;0.015493333333333333;0.000268;;418758;6873332;175556;12006821;634001;418745;3929170;173521;14210064;546939
16;5;151200;151200;16259;0;750;1869;231;0;750;1638;0.10753306878306879;0.00026587301587301587;;2928707;14987057;31556;12404645;5812317;2928709;12557631;29521;12401648;4853740
17;4;162000;162000;15833;1;700;1870;245;0;700;1625;0.09773456790123457;0.00024814814814814816;;2851914;18524840;175556;15850177;7625236;2851900;14001563;173521;15846230;5610217
18;3;181440;181440;7139;4;625;850;102;0;625;748;0.03934634038800706;0.00022156084656084656;;1286037;26024143;9956;43418990;4327935;1286064;15134482;7921;18757233;3021017
19;2;189000;189000;638;4;600;72;20;0;600;52;0.0033756613756613756;0.0002126984126984127;;115015;14042544;175556;46007643;438734;115045;9739601;173521;21447107;244936
20;1;405000;405000;14479;1;280;796;7;0;280;789;0.03575061728395062;9.925925925925925e-05;;2608075;43481659;175556;46254603;13164900;2608074;43472145;173521;46259203;13078172
;;113400000;;;;;10818;;;;9847;0.8915515873015873;0.008356566137566135;0.8999081534391535
;;;;;;;0.08975781105564799;;;;;
