ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;25200;25200;359;0;4500;0;0;0;4500;0;0.014246031746031746;0.0015952380952380953;;64827;64829;31571;194568;64827;64831;64833;29511;195607;64831
2;19;28350;28350;1048;0;4000;0;0;0;4000;0;0.036966490299823636;0.001417989417989418;;188977;196531;4571;267949;188978;188978;197087;11511;268887;188980
3;18;33750;33750;412;0;3360;0;0;0;3360;0;0.012207407407407408;0.001191111111111111;;74360;74503;40571;464907;74360;74368;74504;38511;465929;74368
4;17;45000;45000;457;0;2520;2;0;0;2520;2;0.010155555555555555;0.0008933333333333334;;82452;82595;175571;547490;82452;82456;86829;173511;1271168;82459
5;16;50400;50400;3279;0;2250;519;20;0;2250;499;0.0650595238095238;0.0007976190476190477;;590788;972905;105153;638135;626486;590768;972396;103155;1643977;623139
6;15;56250;56250;1069;0;2016;183;-13;0;2016;196;0.019004444444444445;0.0007146666666666666;;192729;1074711;40571;1237177;224138;192727;1074785;38511;2495936;226754
7;14;60000;60000;8942;0;1890;1886;180;0;1890;1706;0.14903333333333332;0.00067;;1610691;2879892;175571;1438393;1875994;1610690;2580511;173512;1498685;1820247
8;13;60480;60480;4824;0;1875;1120;97;0;1875;1023;0.07976190476190476;0.0006646825396825397;;868998;3674252;9975;3061347;1117397;868988;1529130;7915;3062582;948863
9;12;63000;63000;4079;0;1800;847;313;0;1800;534;0.06474603174603175;0.0006380952380952382;;734902;4503014;175575;3939530;1037153;734890;1230221;173515;3940772;785549
10;11;72000;72000;220;0;1575;25;6;0;1575;19;0.0030555555555555557;0.0005583333333333333;;39799;1128698;175575;4764012;46111;39803;1127856;173506;4761872;43615
11;10;81000;81000;1500;0;1400;244;-37;0;1400;281;0.018518518518518517;0.0004962962962962963;;270317;3439394;175575;4807223;366778;270320;3896657;173515;5923519;376970
12;9;90720;90720;81;0;1250;91;24;0;1250;67;0.0008928571428571428;0.0004431216931216931;;14775;217197;9975;5086311;14979;14779;780822;7915;7537322;17871
13;8;94500;94500;3393;0;1200;610;-55;0;1200;665;0.035904761904761905;0.0004253968253968254;;611298;4374587;85575;5109726;915165;611287;4207808;83515;6210442;944408
14;7;100000;100000;3467;0;1134;720;13;0;1134;707;0.03467;0.000402;;624628;4485390;175575;5917530;920622;624617;4246330;173515;7465518;977864
15;6;105000;105000;17025;0;1080;4274;646;0;1080;3628;0.16214285714285714;0.00038285714285714285;;3066713;9577558;175575;6637982;5832516;3066712;8037124;173515;6634547;5074627
16;5;108000;108000;3109;0;1050;716;142;0;1050;574;0.028787037037037038;0.00037222222222222225;;560179;9833156;175575;10913757;1278959;560168;4340674;173515;10685473;822000
17;4;157500;157500;1580;0;720;255;-7;0;720;262;0.010031746031746032;0.00025523809523809527;;284732;5273804;85575;15213203;567536;284720;4762209;83515;14953981;557133
18;3;168000;168000;8781;0;675;1404;27;0;675;1377;0.052267857142857144;0.00023928571428571429;;1581734;12040456;175575;15708536;4030845;1581722;12036553;173515;15702742;3888174
19;2;175000;175000;4201;0;648;731;45;0;648;686;0.024005714285714286;0.00022971428571428573;;756866;15682854;175575;18043957;2381622;756858;15128741;173515;17393666;2068693
20;1;590625;590625;38935;0;192;2181;2;0;192;2179;0.06592169312169312;6.806349206349206e-05;;12590458;52908414;18075;29025441;38355574;12585860;52891544;16015;29021540;38304834
;;113400000;;;;;15808;;;;14405;0.8873793209876544;0.01245526455026455;0.899834585537919
;;;;;;;0.08875253036437247;;;;;
