ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;28000;28000;8031;0;36;0;0;0;36;0;0.28682142857142856;0.0;;1447386;1463474;4655;16656;1453160;1447298;1466016;3640;1757495;1454714
2;9;29000;29000;722;0;35;0;0;0;35;0;0.02489655172413793;0.0;;130816;130851;4655;1466851;130826;130730;135268;3640;2132359;131215
3;8;31000;31000;2536;0;33;3;2;0;33;1;0.08180645161290323;0.0;;457591;1920315;4655;1599886;551180;457539;596717;3641;2445803;463770
4;7;34000;34000;3344;0;30;10;5;0;30;5;0.09835294117647059;0.0;;603143;2660983;4655;2059871;786025;603090;2201832;3663;3377307;726613
5;6;36000;36000;1406;0;28;4;1;0;28;3;0.03905555555555556;0.0;;254069;2173487;4657;2665346;349274;254016;1712917;3647;3251385;375506
6;5;49000;49000;6164;0;20;20;8;0;20;12;0.12579591836734694;0.0;;1111098;3787599;4655;2921920;1697381;1111044;3912351;3647;5101532;1612566
7;4;65000;65000;5732;0;15;14;2;0;15;12;0.08818461538461539;0.0;;1033221;5079105;4655;4035461;2343252;1033290;5079886;3647;6433958;2371488
8;3;68000;68000;2093;0;15;3;3;0;15;0;0.03077941176470588;0.0;;377861;3814834;611775;7999953;810430;377807;383336;2470925;9110826;378722
9;2;94000;94000;2668;0;11;6;1;0;10;5;0.028382978723404256;0.0;;481357;2332665;4679;8380258;1022918;481306;4911339;2380715;14047602;1210669
10;1;94000;94000;16531;10;10;63;32;0;10;31;0.17586170212765959;0.0;;12007092;20507178;3686608;12462070;16102896;5054368;10734093;2210578;8611602;7292122
;;1000000;;;;;123;;;;69;0.9799375550082279;0.0;0.9799375550082279
;;;;;;;0.43902439024390244;;;;;
