ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;13000;13000;966;0;77;0;0;0;77;0;0.07430769230769231;0.0;;174779;178905;4638;16656;174874;174793;180064;3640;273725;175699
2;9;16000;16000;310;0;63;0;-1;0;63;1;0.019375;0.0;;56662;57695;4638;194344;56757;56576;238782;3640;574275;60159
3;8;19000;19000;3673;0;53;25;6;0;53;19;0.19331578947368422;0.0;;662400;909470;4638;253225;725324;662435;910135;3647;1141701;717281
4;7;21000;21000;681;0;48;0;0;0;48;0;0.03242857142857143;0.0;;123443;126430;4655;917988;123680;123390;128623;3640;1452558;124225
5;6;25000;25000;1348;0;40;10;-3;0;40;13;0.05392;0.0;;243632;1159511;4655;1043763;315197;243578;1161094;3647;1680393;335384
6;5;37000;37000;949;0;28;0;-6;0;27;6;0.02564864864864865;0.0;;171719;174579;4655;1289897;171986;171770;1023630;3666;4126491;228585
7;4;52000;52000;4346;0;20;14;-4;0;19;18;0.08357692307692308;0.0;;783630;1835183;180436;1464162;1035960;783578;1952393;1462183;6497673;1233128
8;3;55000;55000;10108;0;18;66;13;0;18;53;0.18378181818181819;0.0;;2003764;4400463;4655;2250292;3281701;1902100;3302624;3674;6778972;2879495
9;2;64000;64000;14431;2;16;93;31;0;16;62;0.225484375;0.0;;4141189;9333814;65143;5554541;6980014;3654019;7376038;331616;5552352;4334319
10;1;76000;76000;6687;12;12;42;19;0;13;23;0.08798684210526315;0.0;;4694447;20312353;10181579;29230172;12360369;1209321;2500621;4778270;9942103;1618049
;;1000000;;;;;250;;;;195;0.979825660222601;0.0;0.979825660222601
;;;;;;;0.22;;;;;
