ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;15000;15000;223;0;67;0;0;0;67;0;0.014866666666666667;0.0;;41005;41040;4638;16656;41034;40919;41901;3640;385183;41829
2;9;26000;26000;2414;0;39;6;0;0;39;6;0.09284615384615384;0.0;;435622;484492;5397;60472;443724;435573;484913;4385;2331962;444547
3;8;26000;26000;1487;0;39;2;0;0;39;2;0.057192307692307695;0.0;;268654;317605;443989;498313;271591;268565;317665;5250;2091721;271696
4;7;37000;37000;489;0;28;0;0;0;27;0;0.013216216216216216;0.0;;88882;89017;4638;769304;88912;88829;93256;3640;4210504;89534
5;6;41000;41000;464;0;25;0;0;0;25;0;0.011317073170731707;0.0;;84377;88553;4655;860518;84587;84324;89397;3647;5295183;84952
6;5;52000;52000;4125;0;20;12;3;0;19;9;0.07932692307692307;0.0;;743850;932154;716406;947416;787594;743797;932049;720436;5536821;778965
7;4;57000;57000;5722;0;18;7;-6;0;18;13;0.1003859649122807;0.0;;1031423;2590465;5397;1693710;1222765;1031486;1896758;4419;6894455;1198366
8;3;57000;57000;24199;0;17;79;30;0;17;49;0.42454385964912283;0.0;;5172582;6876238;1040063;2776062;5915045;4418360;6734633;26184;3319074;5166222
9;2;58000;58000;3092;0;17;11;9;0;17;2;0.053310344827586204;0.0;;557789;2069716;3875852;8090180;733476;557734;610478;3875538;8273882;565047
10;1;91000;91000;12088;8;10;35;12;0;11;23;0.13283516483516483;0.0;;10705669;20130807;1913412;11603805;14591512;2231506;10141918;1923024;11514563;4713455
;;1000000;;;;;152;;;;104;0.9798406748931539;0.0;0.9798406748931539
;;;;;;;0.3157894736842105;;;;;
