ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;10000;10000;4687;0;100;0;0;0;100;0;0.4687;0.0;;844997;853995;4638;16656;848586;844909;855688;3640;14774;849874
2;9;11000;11000;41;0;91;0;0;0;91;0;0.003727272727272727;0.0;;8229;8264;4655;864462;8229;8143;9125;3640;862944;8619
3;8;12000;12000;67;0;84;0;0;0;84;0;0.005583333333333333;0.0;;12926;12956;4655;874910;12926;12835;13817;3647;872837;13198
4;7;41000;41000;2776;0;25;12;-1;0;25;13;0.06770731707317074;0.0;;500818;1388892;4655;890112;647243;500736;1378463;3647;2635959;646563
5;6;63000;63000;114;0;16;0;0;0;16;0;0.0018095238095238095;0.0;;21375;21509;4655;1393347;21398;21322;21458;1391320;8022933;21328
6;5;64000;64000;237;0;16;1;0;0;16;1;0.003703125;0.0;;43526;59149;4655;1417110;44658;43473;1415840;666966;7327377;129284
7;4;72000;72000;7758;0;14;39;1;0;14;38;0.10775;0.0;;2286096;3758728;21423;1463213;2945876;2282411;3683948;636966;6707357;2823168
8;3;74000;74000;5247;0;14;29;-1;0;14;30;0.07090540540540541;0.0;;1799102;3256919;18409;4639577;2068073;1813517;3230728;3130273;8048498;2092760
9;2;78000;78000;9875;0;13;54;2;0;13;52;0.1266025641025641;0.0;;2667496;10508583;4657;6455602;4918546;3534402;4941985;1480614;8193270;4081870
10;1;97000;97000;11967;10;10;61;14;0;10;47;0.12337113402061856;0.0;;14441101;24438963;7591274;14681512;16931474;3929316;5326279;5213725;10520160;4556103
;;1000000;;;;;196;;;;181;0.9798596754718887;0.0;0.9798596754718887
;;;;;;;0.07653061224489796;;;;;
