ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;22000;22000;2007;0;46;0;0;0;46;0;0.09122727272727273;0.0;;362371;371295;4655;16656;363571;362284;369357;3640;1597908;364242
2;9;24000;24000;1620;0;42;0;0;0;42;0;0.0675;0.0;;292586;296579;4638;381836;292699;292502;296827;3640;887844;293432
3;8;33000;33000;128;0;31;0;0;0;31;0;0.0038787878787878787;0.0;;23908;23938;4655;676639;23913;23855;24799;3641;2277950;24186
4;7;34000;34000;4783;0;30;11;4;0;30;7;0.1406764705882353;0.0;;862290;1531991;3846;702823;985292;862238;1532613;3647;2313479;943185
5;6;43000;43000;6337;0;24;20;6;0;24;14;0.14737209302325582;0.0;;1142242;2682363;4655;1567561;1555064;1142188;2683112;3659;4588439;1376028
6;5;67000;67000;5515;0;15;9;-5;0;15;14;0.08231343283582089;0.0;;994157;3684532;4655;2712306;1592177;994104;3712612;801071;8539737;1523194
7;4;68000;68000;1844;0;15;5;1;0;15;4;0.02711764705882353;0.0;;332916;1514036;870842;3708905;523346;332863;1514812;1243942;8097152;496392
8;3;75000;75000;17667;0;13;51;9;0;13;42;0.23556;0.0;;4723513;7935959;4655;4713892;6488197;3895616;7783181;301099;5132306;5480689
9;2;85000;85000;9339;2;12;34;18;0;12;16;0.10987058823529412;0.0;;2014393;12318650;4657;10620056;7179847;1682906;9571526;521008;9472409;2875057
10;1;86000;86000;6396;10;10;20;13;0;12;7;0.07437209302325581;0.0;;1184265;24645672;11571086;38405738;13637590;1152815;2694011;5704373;11157945;1555471
;;1000000;;;;;150;;;;104;0.9798883853707461;0.0;0.9798883853707461
;;;;;;;0.30666666666666664;;;;;
