ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;10000;10000;321;0;100;0;0;0;100;0;0.0321;0.0;;58634;59613;4638;16656;58669;58548;59530;3640;14774;59495
2;9;18000;18000;3550;0;56;11;0;0;56;11;0.19722222222222222;0.0;;640233;707508;4655;78101;653957;640145;708270;3640;464900;654781
3;8;23000;23000;195;0;44;0;0;0;44;0;0.008478260869565218;0.0;;35956;36198;4655;720436;35990;35870;36852;3640;1657260;36551
4;7;36000;36000;658;0;28;7;2;0;28;5;0.018277777777777778;0.0;;119295;186720;648637;758908;135562;119242;185562;648472;3192502;130786
5;6;42000;42000;3284;0;24;5;-5;0;24;10;0.07819047619047619;0.0;;592347;658935;4655;882394;606465;592294;1305752;3670;5362877;643766
6;5;53000;53000;1396;0;19;5;-1;0;19;6;0.026339622641509432;0.0;;252284;903967;4638;1475387;301439;252231;1005744;149343;4722370;342674
7;4;56000;56000;4656;0;18;15;-4;0;18;19;0.08314285714285714;0.0;;839366;1975766;4655;1730113;1160858;839489;1721241;571137;7036003;1198637
8;3;76000;76000;18198;0;13;67;8;0;13;59;0.23944736842105263;0.0;;4165342;6750698;4655;2638046;5579495;4101764;6751550;393514;5368288;5018002
9;2;78000;78000;11063;0;13;45;15;0;13;30;0.14183333333333334;0.0;;2772974;4483583;1223566;8179061;3693133;2103691;2876556;6353490;8275660;2678206
10;1;84000;84000;13007;11;11;56;20;0;12;36;0.1548452380952381;0.0;;3766445;24871568;3510821;14861393;14927690;3059017;3427470;3509837;9690331;3190937
;;1000000;;;;;211;;;;176;0.979877156694032;0.0;0.979877156694032
;;;;;;;0.16587677725118483;;;;;
