ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;13000;13000;1087;0;77;0;0;0;77;0;0.08361538461538462;0.0;;196656;201449;4638;16656;197150;196570;203149;3640;14774;198154
2;9;18000;18000;410;0;56;0;0;0;56;0;0.02277777777777778;0.0;;74665;74700;4655;216121;74683;74579;75561;3640;942172;75286
3;8;29000;29000;4207;0;35;15;-4;0;35;19;0.14506896551724138;0.0;;758606;1045788;4638;293005;842255;758553;1047388;3647;2040672;858991
4;7;35000;35000;6552;0;29;33;3;0;29;30;0.1872;0.0;;1180932;2240995;4655;1053886;1562372;1180882;2242205;3670;3463060;1466916
5;6;39000;39000;2951;0;26;8;-4;0;26;12;0.07566666666666666;0.0;;532405;2780784;205034;2237270;785046;532353;1381037;205006;4088670;638814
6;5;45000;45000;10301;0;22;50;16;0;22;34;0.22891111111111112;0.0;;1856351;4842053;4655;2975980;3299397;2061001;4298972;693082;3732761;2471145
7;4;54000;54000;2371;1;19;10;4;0;19;6;0.04390740740740741;0.0;;427817;6119986;83192;5120816;1068331;427838;2881339;1807401;6041179;635402
8;3;56000;56000;7846;3;17;40;14;0;18;26;0.14010714285714285;0.0;;1414015;9749031;4655;11674095;5158887;1418371;6546517;134477;5613341;2159466
9;2;86000;86000;783;3;11;6;4;0;11;2;0.009104651162790698;0.0;;141724;7659750;228957;30108804;1448500;141750;427405;6465155;11411616;168585
10;1;93000;93000;4047;10;10;19;13;0;11;6;0.043516129032258065;0.0;;5544404;25277105;9954768;39763252;13011936;729756;9523843;2576331;13439967;1659718
;;1000000;;;;;181;;;;135;0.9798752361477806;0.0;0.9798752361477806
;;;;;;;0.2541436464088398;;;;;
