ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;24000;24000;296;0;42;0;0;0;42;0;0.012333333333333333;0.0;;54129;54164;5380;16656;54158;54043;55025;4385;758127;54433
2;9;24000;24000;2240;0;42;0;0;0;42;0;0.09333333333333334;0.0;;404308;408385;62422;73596;404970;404224;409818;4386;815388;405541
3;8;30000;30000;402;0;34;0;0;0;34;0;0.0134;0.0;;73255;73360;4638;480123;73275;73172;78240;3647;2320944;73897
4;7;45000;45000;6656;0;23;6;-4;0;22;10;0.1479111111111111;0.0;;1199669;1677419;4657;555757;1323929;1199615;1678711;242420;3651944;1395801
5;6;47000;47000;9485;0;21;17;10;0;22;7;0.20180851063829788;0.0;;1709268;2994278;4638;1757756;2067225;1709184;2264057;3666;3890314;1814668
6;5;50000;50000;11155;0;20;25;16;0;20;9;0.2231;0.0;;2010067;5492170;4670;3469499;3123242;2014318;2566139;1079969;4184537;2189274
7;4;55000;55000;7022;0;18;14;7;0;18;7;0.12767272727272727;0.0;;1265659;7223228;4657;6032377;2255300;1265608;1816710;1919298;5954020;1434446
8;3;58000;58000;974;0;17;1;-1;0;17;2;0.01679310344827586;0.0;;176311;176341;4670;7300479;176312;176259;650203;2247513;7222147;232011
9;2;61000;61000;7767;10;17;36;22;0;16;14;0.127327868852459;0.0;;1399788;16307695;4682;16214545;8113590;1399705;5694397;890139;7477463;1898523
10;1;81000;81000;1311;10;10;10;10;0;12;0;0.016185185185185184;0.0;;236908;34151662;20983281;87835582;8778282;236931;241350;6705708;10500590;237827
;;1000000;;;;;109;;;;49;0.9798651731747229;0.0;0.9798651731747229
;;;;;;;0.5504587155963303;;;;;
