ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;17000;17000;1092;0;59;0;0;0;59;0;0.06423529411764706;0.0;;197557;202193;4638;16656;197874;197472;203972;3640;15474;198804
2;9;48000;48000;13935;0;21;16;1;0;21;15;0.2903125;0.0;;2510725;2725351;4638;217022;2671406;2510727;2738468;3640;3030015;2664136
3;8;67000;67000;7740;0;15;11;3;0;15;8;0.1155223880597015;0.0;;1394924;4335107;4655;2730050;1884459;1394842;1612478;177054;5945958;1521378
4;7;69000;69000;5217;0;15;5;-1;0;15;6;0.07560869565217392;0.0;;940522;3673208;4638;4332762;1347466;940468;3878761;2141295;6141643;1359872
5;6;70000;70000;6417;0;15;9;1;0;14;8;0.09167142857142857;0.0;;1156642;3884433;4657;5275617;1629844;1156590;3893539;3308762;6178432;1443292
6;5;73000;73000;12236;0;14;24;7;0;14;17;0.16761643835616438;0.0;;2204763;8851960;5411;6639431;4626281;2213397;5154157;1576425;7709817;3361223
7;4;73000;73000;4529;1;14;10;8;0;14;2;0.06204109589041096;0.0;;816559;9675575;2238354;11569728;2414525;816508;1025581;2853855;10122546;847679
8;3;76000;76000;1153;1;14;2;0;0;13;2;0.015171052631578948;0.0;;208543;4095909;1265506;22271974;553963;208491;2940759;4135045;10402252;435459
9;2;89000;89000;5799;4;11;14;9;0;11;5;0.06515730337078651;0.0;;1045293;23763814;4679;22694630;6488869;1045240;1258981;5045440;10438770;1140886
10;1;91000;91000;2966;8;8;11;9;0;11;2;0.03259340659340659;0.0;;535034;42948994;28873593;70435333;11936486;535058;745854;5375040;11132270;573998
;;1000000;;;;;102;;;;65;0.9799296032432983;0.0;0.9799296032432983
;;;;;;;0.3627450980392157;;;;;
