ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;25000;25000;3661;0;40;0;0;0;40;0;0.14644;0.0;;660209;668122;4638;16656;662038;660121;673457;3640;1136380;663852
2;9;31000;31000;211;0;33;0;0;0;33;0;0.006806451612903225;0.0;;38829;39808;4638;679674;38881;38743;43446;3640;3094345;39363
3;8;34000;34000;1937;0;30;2;-1;0;30;3;0.05697058823529412;0.0;;349689;1021230;4638;720436;374181;349608;1022366;3663;3287854;397510
4;7;41000;41000;89;0;25;0;0;0;25;0;0.0021707317073170734;0.0;;16887;17952;4638;1072755;16954;16834;16970;195255;2435999;16865
5;6;42000;42000;22164;0;24;69;44;0;24;25;0.5277142857142857;0.0;;4693913;5764723;4655;1092107;5088237;3997163;5074803;3647;2011273;4485958
6;5;45000;45000;1697;0;23;1;-1;0;23;2;0.03771111111111111;0.0;;306463;352754;4657;5801254;308693;306410;352716;3674;5089669;310953
7;4;52000;52000;2997;0;20;11;8;0;20;3;0.05763461538461538;0.0;;540685;6622118;4669;6110048;1223886;540631;1573876;296066;6152287;629671
8;3;64000;64000;3081;1;16;13;6;0;16;7;0.048140625;0.0;;555741;7180584;35921;7010377;1153321;555761;5951187;448447;9056687;1846736
9;2;91000;91000;4390;1;11;15;7;0;11;8;0.04824175824175824;0.0;;791671;8333169;341129;14752233;4965695;791502;7467877;1977233;12590203;3017930
10;1;95000;95000;4567;10;10;26;18;0;10;8;0.04807368421052632;0.0;;8011590;22345097;1048523;27007815;15140690;823475;7450234;1089253;13426244;3369248
;;1000000;;;;;137;;;;56;0.9799038512178111;0.0;0.9799038512178111
;;;;;;;0.5912408759124088;;;;;
