ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;11000;11000;707;0;91;0;0;0;91;0;0.06427272727272727;0.0;;128113;128148;4638;16656;128142;128027;129009;3640;388266;128959
2;9;23000;23000;1158;0;44;4;1;0;44;3;0.050347826086956524;0.0;;209440;345624;4638;147580;222371;209354;346547;3640;2037205;219665
3;8;25000;25000;4786;0;40;21;4;0;40;17;0.19144;0.0;;862862;1215934;4638;359237;953552;862897;1080530;3648;1686289;925765
4;7;33000;33000;2563;0;31;5;-8;0;30;13;0.07766666666666666;0.0;;462567;1557210;136439;1224463;590511;462400;1337151;489043;2775029;553626
5;6;34000;34000;11878;0;29;69;19;0;29;50;0.3493529411764706;0.0;;2279646;3973704;4655;1689365;3193875;2276516;3509393;3674;2563534;2567917
6;5;35000;35000;348;0;29;3;2;0;29;1;0.009942857142857142;0.0;;63501;1069298;4669;4103551;113190;63448;199847;177021;4108578;68470
7;4;42000;42000;2804;0;24;16;8;0;24;8;0.06676190476190476;0.0;;505837;4684076;4657;4386419;1325640;505786;1380392;517853;4719131;592091
8;3;43000;43000;1130;1;23;5;0;0;23;5;0.026279069767441862;0.0;;204319;4895225;9571;5765188;695445;204342;2837025;200120;4879039;337634
9;2;59000;59000;6557;6;17;46;29;0;17;17;0.11113559322033899;0.0;;1317282;11558752;4670;10870264;6228380;1181903;6024097;814990;8003536;2361727
10;1;77000;77000;2512;12;12;20;13;0;13;7;0.032623376623376624;0.0;;453316;22708764;9765588;42385755;11246138;453221;4425805;4367748;11802558;1058677
;;1000000;;;;;189;;;;121;0.9798229627187405;0.0;0.9798229627187405
;;;;;;;0.35978835978835977;;;;;
