ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Regular Completions;FPS Preemptions;Less;EDF Deadline Miss;EDF Regular Completions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Response Jitter;FPS Max Response Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Response Jitter;EDF Min Response Jitter;EDF Max Response Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Response Jitter
1;10;21000;21000;212;0;48;0;0;0;48;0;0.010095238095238095;0.0;;39016;39051;4638;16656;39045;38930;39912;3641;2031824;39685
2;9;27000;27000;278;0;38;0;0;0;38;0;0.010296296296296296;0.0;;50899;50934;4638;58483;50921;50813;55276;3647;2613746;51507
3;8;35000;35000;7527;0;29;16;4;0;29;12;0.21505714285714286;0.0;;1356561;1462130;5397;111601;1388373;1356506;1462146;4392;3183168;1382659
4;7;35000;35000;6528;0;29;15;12;0;29;3;0.18651428571428572;0.0;;1176615;1286023;1365091;1470617;1206660;1176565;1245459;4392;2168486;1185991
5;6;42000;42000;1209;0;24;0;0;0;24;0;0.028785714285714286;0.0;;218623;222681;47532;2651007;219278;218572;222942;47343;3634086;219644
6;5;47000;47000;3942;0;22;3;0;0;22;3;0.08387234042553192;0.0;;710817;1035025;4655;2870457;732032;710851;3313814;3647;4140436;835598
7;4;50000;50000;4116;0;20;10;0;0;20;10;0.08232;0.0;;742237;3391135;4655;3595401;978055;742184;3396195;355998;5431857;1288876
8;3;64000;64000;1302;0;16;2;-1;0;16;3;0.02034375;0.0;;235352;2830040;4657;4375058;401349;235299;3776893;3674;8057627;639205
9;2;78000;78000;8794;0;13;20;11;0;13;9;0.11274358974358975;0.0;;1584849;6206572;4657;4612965;3377282;1584795;5969454;161881;10035020;2340374
10;1;95000;95000;21837;9;10;61;22;0;10;39;0.22986315789473685;0.0;;13105060;19074042;1282212;7006205;16255474;7361583;11215216;1312590;6920816;8297674
;;1000000;;;;;127;;;;79;0.9798915153125358;0.0;0.9798915153125358
;;;;;;;0.3779527559055118;;;;;
