ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;1482;0;3600;0;-1879;1926;3599;1879;0.09409523809523809;0.0025523809523809527;;267092;272490;41388;196543;267092;267064;288857;38989;6650513;267193
2;19;18900;18900;221;0;3000;0;-1857;1856;2999;1857;0.011693121693121693;0.002126984126984127;;39969;39975;14397;472171;39969;39973;49666;12012;7168702;39975
3;18;22500;22500;161;0;2520;0;-1378;1374;2519;1378;0.007155555555555556;0.0017866666666666669;;29174;29317;85821;520114;29174;29178;313872;84025;7778612;29182
4;17;25200;25200;2735;0;2250;510;-918;1407;2249;1428;0.10853174603174603;0.0015952380952380953;;492748;818149;31831;557461;522766;492730;782857;79960;7762772;496861
5;16;35000;35000;489;0;1620;60;-726;781;1619;786;0.013971428571428572;0.0011485714285714285;;88215;369231;175821;1058355;98247;88219;928363;653589;9429413;89773
6;15;37800;37800;8947;0;1500;1560;393;1109;1499;1167;0.2366931216931217;0.0010634920634920635;;1611729;2044912;80843;1154907;1771427;1611591;1947975;498583;8312467;1628592
7;14;39375;39375;310;0;1440;6;-607;608;1439;613;0.007873015873015874;0.001020952380952381;;56000;60914;18321;2776175;56000;56004;111138;1395202;9173742;56007
8;13;47250;47250;2294;0;1200;1014;553;448;1199;461;0.04855026455026455;0.0008507936507936508;;413378;1355157;316785;2842284;639936;413356;1196707;1542837;10278418;417832
9;12;50000;50000;570;0;1134;132;-414;538;1133;546;0.0114;0.000804;;102801;1819812;175825;3595132;157693;102805;663490;3037122;11646728;104969
10;11;54000;54000;1007;0;1050;168;-307;467;1049;475;0.01864814814814815;0.0007444444444444445;;181581;804779;175825;3713584;204478;181580;1016824;3691750;12175685;184943
11;10;56250;56250;2409;0;1008;617;55;545;1007;562;0.042826666666666666;0.0007146666666666666;;434064;3735225;40825;3896313;764600;434046;1275945;3829160;12631034;440228
12;9;56700;56700;1335;0;1000;445;193;242;999;252;0.023544973544973546;0.000708994708994709;;240634;2397351;93861;4379384;409139;240622;531449;4028052;12517342;244095
13;8;60000;60000;4177;0;945;1289;707;558;944;582;0.06961666666666666;0.00067;;752534;5255463;175825;4631867;1606375;752519;1595357;4464482;12437796;764722
14;7;67500;67500;5977;1;840;1788;1282;466;840;506;0.08854814814814815;0.0005955555555555556;;1076653;7063495;123987;6183040;2633444;1076640;3596364;4352102;13586169;1097346
15;6;70000;70000;2220;7;810;640;297;322;810;343;0.031714285714285716;0.0005742857142857142;;400026;7024914;273307;16195410;1269932;400028;1237107;6098924;14313780;406219
16;5;78750;78750;301;9;720;79;-92;167;720;171;0.003822222222222222;0.0005104761904761905;;54342;6533594;465601;17080171;155654;54372;334522;7611045;16197062;55314
17;4;84000;84000;2797;15;675;761;497;245;675;264;0.03329761904761905;0.00047857142857142857;;503912;8243059;175825;17957406;1937053;503898;3289446;7365685;16910088;519984
18;3;84375;84375;2264;20;672;627;384;229;672;243;0.026832592592592592;0.00047644444444444443;;407949;10371395;63325;19885715;1629491;407950;968951;8018947;17353649;416291
19;2;90000;90000;898;34;630;227;87;132;630;140;0.009977777777777778;0.0004466666666666667;;161842;8009763;213981;30355505;725123;161846;2338788;8188056;18108629;168787
20;1;90720;90720;7413;611;610;2194;1786;364;625;408;0.08171296296296296;0.0004431216931216931;;1335390;45381874;26991626;273988651;16617318;1335361;2216748;9719145;17084434;1359056
;;56700000;;;;;12117;;;;14061;0.9705055555555555;0.01931230687830688;0.9898178624338624
;;;;;;;-0.1604357514236197;;;;;
