ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;225;0;11340;0;-7563;7904;11339;7563;0.0225;0.004019999999999999;;40704;40706;175826;194032;40704;40674;55302;174003;6110883;40674
2;19;18900;18900;1645;0;6000;600;-4214;4792;5999;4814;0.08703703703703704;0.002126984126984127;;296434;354502;14281;243290;301026;296402;364076;12054;7407640;296437
3;18;22500;22500;964;0;5040;240;-3927;4150;5039;4167;0.04284444444444444;0.0017866666666666669;;173708;485524;85828;547821;177167;173712;484016;84026;7872823;173847
4;17;26250;26250;39;0;4320;0;-3355;3353;4319;3355;0.0014857142857142857;0.0015314285714285714;;7210;7216;41291;729751;7210;7214;15758;225057;8531592;7214
5;16;28350;28350;724;0;4000;293;-2346;2624;3999;2639;0.025537918871252206;0.001417989417989418;;130493;373398;4836;745110;135565;130515;187102;421417;8769854;130518
6;15;30240;30240;5331;0;3750;4310;972;3277;3749;3338;0.17628968253968255;0.0013293650793650795;;960379;1673843;10226;883818;1129677;960348;1335830;25675;8140528;964145
7;14;39375;39375;3018;0;2880;1771;-709;2443;2879;2480;0.07664761904761905;0.001020952380952381;;543814;2260358;18336;1852574;756805;543795;908713;1843931;9617617;546089
8;13;40000;40000;553;0;2835;132;-1860;1987;2834;1992;0.013825;0.0010049999999999998;;99723;1078962;225283;2462347;108334;99745;153344;2418507;9644179;99748
9;12;45000;45000;2523;0;2520;1365;-685;2036;2519;2050;0.05606666666666667;0.0008933333333333334;;454566;2601768;358639;2572081;660355;454564;515570;2503166;10112013;455605
10;11;50000;50000;4862;0;2268;3045;1139;1870;2267;1906;0.09724;0.000804;;875832;4056008;225311;3040608;1560619;875821;1424996;3018677;10620035;880506
11;10;50400;50400;3129;0;2250;2123;539;1564;2249;1584;0.06208333333333333;0.0007976190476190477;;563784;4370008;31840;4469894;954828;563770;630349;4212644;10866328;566306
12;9;52500;52500;1999;0;2160;1202;-390;1575;2160;1592;0.03807619047619048;0.0007657142857142857;;360245;5046555;102350;5069803;740411;360248;722910;4855371;11592780;361821
13;8;54000;54000;2254;0;2100;1819;285;1515;2100;1534;0.04174074074074074;0.0007444444444444445;;406161;5178529;175832;6597118;1002789;406148;717789;5200415;11554387;407788
14;7;63000;63000;3691;24;1800;2723;1542;1155;1800;1181;0.05858730158730159;0.0006380952380952382;;664949;7528175;175830;8041517;1979033;664937;1218031;6011378;13021994;667986
15;6;65625;65625;4376;46;1728;3362;2045;1288;1728;1317;0.06668190476190476;0.0006125714285714285;;788336;10046571;18330;15119406;3178725;788338;2142086;6149687;13516402;793616
16;5;67500;67500;3783;343;1680;3240;2208;1006;1680;1032;0.056044444444444445;0.0005955555555555556;;681493;16449277;268806;26244924;4461405;681495;1189834;6467703;13655906;685912
17;4;75000;75000;471;295;1512;300;-259;556;1512;559;0.00628;0.000536;;84942;22652006;214888;53693221;594797;84972;591388;7848166;15418307;85659
18;3;78750;78750;1529;734;1440;1413;976;426;1440;437;0.019415873015873015;0.0005104761904761905;;275537;35605527;770891;56133028;5541720;275539;1809352;7913809;15602378;278351
19;2;84375;84375;52;685;1344;66;-577;640;1344;643;0.0006162962962962963;0.00047644444444444443;;9530;34586930;108368;141051484;355709;9560;62848;10092338;17291995;9561
20;1;90720;90720;1690;1035;1034;1009;562;438;1250;447;0.01862874779541446;0.0004431216931216931;;304508;141363556;125194498;3655408103;19288055;304508;668684;10992889;17907913;307255
;;113400000;;;;;29013;;;;44630;0.9676289153439154;0.022055761904761904;0.9896846772486773
;;;;;;;-0.5382759452659153;;;;;
