ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;838;0;11340;0;-6383;6710;11339;6383;0.0838;0.004019999999999999;;151034;151036;175821;194784;151034;151004;172778;173869;5794715;151028
2;19;15750;15750;411;0;7200;0;-4309;4297;7199;4309;0.026095238095238095;0.0025523809523809527;;74177;74322;40821;354514;74177;74147;245056;39012;6746696;74177
3;18;25200;25200;1139;0;4500;360;-2599;2924;4499;2959;0.045198412698412696;0.0015952380952380953;;205348;374804;31821;436680;217747;205329;457699;34573;8233357;205681
4;17;28350;28350;4832;0;4000;3220;160;2923;3999;3060;0.17044091710758377;0.001417989417989418;;870450;1346249;4821;650084;1003946;870432;1131429;13378;7920736;878699
5;16;37800;37800;1637;0;3000;520;-1273;1755;2999;1793;0.04330687830687831;0.0010634920634920635;;294989;543054;31876;1529140;320637;294971;545833;1159645;9714942;297858
6;15;40000;40000;2955;0;2835;1505;-375;1842;2834;1880;0.073875;0.0010049999999999998;;532351;2199297;335571;1832085;737625;532339;1678197;469573;9569325;536713
7;14;45000;45000;1659;0;2520;760;-905;1630;2519;1665;0.036866666666666666;0.0008933333333333334;;298941;2502267;175821;2544715;425361;298932;558845;2319078;10174516;301492
8;13;52500;52500;8720;0;2160;5116;3071;1929;2159;2045;0.1660952380952381;0.0007657142857142857;;1570878;4516207;85825;2845228;2759749;1570740;3090754;2833749;10508384;1587601
9;12;54000;54000;1186;0;2100;640;-581;1200;2099;1221;0.021962962962962962;0.0007444444444444445;;213807;4736564;175825;4899831;466051;213784;470899;4414020;11922268;215727
10;11;56700;56700;152;0;2000;121;-361;475;1999;482;0.0026807760141093475;0.000708994708994709;;27559;1035454;893998;5120397;38257;27533;280911;4316713;12009830;27565
11;10;60000;60000;3150;0;1890;2102;1182;879;1889;920;0.0525;0.00067;;567566;6439924;335592;5162819;1295360;567544;1921126;4654801;12774973;575313
12;9;67500;67500;417;0;1680;258;-356;610;1680;614;0.006177777777777778;0.0005955555555555556;;75261;2759022;85825;7179205;150894;75235;240732;6221584;13840993;75454
13;8;72000;72000;3351;0;1575;1997;1134;824;1575;863;0.04654166666666667;0.0005583333333333333;;603757;7710791;175825;7259642;1603409;603738;859556;6196232;14816491;610039
14;7;75600;75600;3623;10;1500;2286;1627;598;1500;659;0.04792328042328042;0.0005317460317460317;;652719;9073476;550600;8977419;2019714;652689;1785230;6330481;14931193;662468
15;6;78750;78750;2555;40;1440;1580;1074;464;1440;506;0.03244444444444444;0.0005104761904761905;;460326;8994054;124552;17864408;1592537;460327;1814236;7432609;15589401;469000
16;5;81000;81000;932;20;1400;487;-27;499;1400;514;0.011506172839506173;0.0004962962962962963;;167936;8200146;175835;24211670;573061;167936;637420;8474916;16614147;170307
17;4;84000;84000;1020;57;1350;627;192;422;1350;435;0.012142857142857143;0.00047857142857142857;;183907;9652835;175825;24961927;894210;183897;437520;8907237;16465699;185722
18;3;87500;87500;2959;121;1296;1839;1234;565;1296;605;0.03381714285714286;0.00045942857142857146;;533053;15142776;85825;25350332;3449852;533053;1672226;8733141;17696489;542154
19;2;90720;90720;3477;556;1250;2117;1427;616;1250;690;0.03832671957671958;0.0004431216931216931;;626412;28716799;53439;53636739;7885444;626416;880395;10404168;17872712;638030
20;1;100000;100000;1811;989;988;1070;642;409;1134;428;0.01811;0.000402;;326303;188443760;129618715;2773677944;19968420;326295;1373513;11846886;19761472;331490
;;113400000;;;;;26605;;;;32031;0.969812151675485;0.019912116402116403;0.9897242680776014
;;;;;;;-0.20394662657395227;;;;;
