ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;10000;10000;810;0;100;0;0;0;100;0;0.081;0.004019999999999999
2;15;27000;27000;1890;0;37;4;0;0;37;4;0.07;0.001488888888888889
3;14;39000;39000;2663;0;26;9;0;0;26;9;0.06828205128205128;0.0010307692307692307
4;13;47000;47000;1686;0;22;3;-2;0;22;5;0.03587234042553192;0.0008553191489361703
5;12;50000;50000;7647;0;20;22;3;0;20;19;0.15294;0.000804
6;11;51000;51000;1173;0;20;3;-1;0;20;4;0.023;0.0007882352941176471
7;10;61000;61000;1857;0;17;5;-5;0;17;10;0.030442622950819672;0.000659016393442623
8;9;61000;61000;5531;0;17;25;7;0;17;18;0.09067213114754098;0.000659016393442623
9;8;65000;65000;1350;0;16;4;1;0;16;3;0.02076923076923077;0.0006184615384615384
10;7;71000;71000;4382;0;15;14;1;0;15;13;0.06171830985915493;0.0005661971830985916
11;6;77000;77000;4574;0;13;13;0;0;13;13;0.0594025974025974;0.0005220779220779221
12;5;84000;84000;5767;0;12;17;3;0;12;14;0.0686547619047619;0.00047857142857142857
13;4;95000;95000;3497;1;11;13;3;0;11;10;0.036810526315789474;0.0004231578947368421
14;3;96000;96000;3119;1;11;9;2;0;11;7;0.032489583333333336;0.00041874999999999996
15;2;97000;97000;3436;1;11;21;-3;0;11;24;0.035422680412371135;0.00041443298969072163
16;1;100000;100000;1816;1;10;3;1;0;10;2;0.01816;0.000402
;;1000000;;;;;165;;;;155;0.885636835803183;0.014148894306234224;0.8997857301094172
;;;;;;;0.06060606060606061;;;;;
