ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;14;19000;19000;1657;0;53;0;0;0;53;0;0.08721052631578947;0.0021157894736842106
2;13;25000;25000;2200;0;40;4;0;0;40;4;0.088;0.001608
3;12;26000;26000;862;0;39;1;0;0;39;1;0.03315384615384615;0.001546153846153846
4;11;27000;27000;2425;0;37;6;1;0;37;5;0.08981481481481482;0.001488888888888889
5;10;38000;38000;6559;0;27;21;0;0;27;21;0.17260526315789473;0.0010578947368421053
6;9;43000;43000;2724;0;23;12;-4;0;23;16;0.06334883720930233;0.0009348837209302325
7;8;43000;43000;2010;0;23;9;2;0;23;7;0.04674418604651163;0.0009348837209302325
8;7;56000;56000;2119;0;18;8;1;0;18;7;0.037839285714285714;0.0007178571428571428
9;6;58000;58000;894;0;18;0;0;0;18;0;0.015413793103448276;0.000693103448275862
10;5;67000;67000;6639;0;15;26;0;0;15;26;0.09908955223880597;0.0006000000000000001
11;4;83000;83000;2296;0;12;11;2;0;12;9;0.02766265060240964;0.00048433734939759034
12;3;85000;85000;1083;0;12;3;-1;0;12;4;0.012741176470588235;0.0004729411764705882
13;2;91000;91000;5694;0;11;17;0;0;11;17;0.06257142857142857;0.0004417582417582418
14;1;92000;92000;4611;1;11;25;7;0;11;18;0.050119565217391304;0.0004369565217391304
;;1000000;;;;;143;;;;135;0.886314925616517;0.01353344826792807;0.899848373884445
;;;;;;;0.055944055944055944;;;;;
