ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;1528;0;91;0;0;0;91;0;0.1389090909090909;0.0036545454545454546
2;9;36000;36000;5183;0;28;12;0;0;28;12;0.14397222222222222;0.0011166666666666666
3;8;61000;61000;9013;0;17;18;-2;0;17;20;0.14775409836065573;0.000659016393442623
4;7;63000;63000;3150;0;16;4;-3;0;16;7;0.05;0.0006380952380952382
5;6;68000;68000;6695;0;15;18;2;0;15;16;0.09845588235294117;0.0005911764705882353
6;5;70000;70000;3715;0;15;7;4;0;15;3;0.05307142857142857;0.0005742857142857142
7;4;79000;79000;4183;0;13;12;-4;0;13;16;0.0529493670886076;0.0005088607594936708
8;3;84000;84000;234;0;12;1;1;0;12;0;0.002785714285714286;0.00047857142857142857
9;2;86000;86000;7510;0;12;19;4;0;12;15;0.08732558139534884;0.00046744186046511623
10;1;88000;88000;10167;1;11;31;12;0;11;19;0.1155340909090909;0.0004568181818181818
;;1000000;;;;;122;;;;108;0.8907574760951003;0.00914547816797233;0.8999029542630725
;;;;;;;0.11475409836065574;;;;;
