ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;12;12000;12000;523;0;84;0;0;0;84;0;0.043583333333333335;0.0033499999999999997
2;11;27000;27000;345;0;38;0;0;0;38;0;0.012777777777777779;0.001488888888888889
3;10;28000;28000;6551;0;36;18;6;0;36;12;0.2339642857142857;0.0014357142857142856
4;9;29000;29000;202;0;35;0;0;0;35;0;0.006965517241379311;0.001386206896551724
5;8;33000;33000;792;0;31;1;0;0;31;1;0.024;0.0012181818181818183
6;7;34000;34000;3221;0;30;14;2;0;30;12;0.09473529411764706;0.0011823529411764705
7;6;36000;36000;300;0;28;2;0;0;28;2;0.008333333333333333;0.0011166666666666666
8;5;40000;40000;496;0;25;1;0;0;25;1;0.0124;0.0010049999999999998
9;4;44000;44000;9179;0;23;49;7;0;23;42;0.20861363636363636;0.0009136363636363636
10;3;56000;56000;3162;0;18;19;3;0;18;16;0.05646428571428572;0.0007178571428571428
11;2;77000;77000;8516;0;13;34;7;0;13;27;0.1105974025974026;0.0005220779220779221
12;1;91000;91000;6605;1;11;17;0;0;11;17;0.07258241758241758;0.0004417582417582418
;;1000000;;;;;155;;;;130;0.8850172837754989;0.014778341167509524;0.8997956249430085
;;;;;;;0.16129032258064516;;;;;
