ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;24000;24000;270;0;42;0;0;0;42;0;0.01125;0.0016749999999999998
2;19;27000;27000;118;0;38;0;0;0;38;0;0.00437037037037037;0.001488888888888889
3;18;30000;30000;574;0;34;0;0;0;34;0;0.019133333333333332;0.00134
4;17;31000;31000;1753;0;33;3;1;0;33;2;0.05654838709677419;0.001296774193548387
5;16;38000;38000;413;0;27;0;0;0;27;0;0.01086842105263158;0.0010578947368421053
6;15;40000;40000;86;0;25;1;1;0;25;0;0.00215;0.0010049999999999998
7;14;40000;40000;958;0;25;1;0;0;25;1;0.02395;0.0010049999999999998
8;13;43000;43000;3782;0;24;13;-2;0;24;15;0.08795348837209302;0.0009348837209302325
9;12;48000;48000;830;0;21;2;0;0;21;2;0.017291666666666667;0.0008374999999999999
10;11;58000;58000;8912;0;17;30;0;0;17;30;0.1536551724137931;0.000693103448275862
11;10;59000;59000;7001;0;17;31;-2;0;17;33;0.11866101694915254;0.0006813559322033898
12;9;62000;62000;2176;0;16;4;0;0;16;4;0.03509677419354839;0.0006483870967741935
13;8;69000;69000;361;0;15;1;-1;0;15;2;0.005231884057971014;0.0005826086956521739
14;7;73000;73000;9743;0;14;42;12;0;14;30;0.13346575342465752;0.0005506849315068494
15;6;75000;75000;1573;0;14;3;1;0;14;2;0.020973333333333333;0.000536
16;5;84000;84000;578;0;12;0;0;0;12;0;0.006880952380952381;0.00047857142857142857
17;4;86000;86000;2740;0;12;7;0;0;12;7;0.03186046511627907;0.00046744186046511623
18;3;90000;90000;4442;0;11;6;-2;0;11;8;0.049355555555555555;0.0004466666666666667
19;2;92000;92000;6323;1;11;24;7;0;11;17;0.06872826086956521;0.0004369565217391304
20;1;97000;97000;2498;1;11;11;0;0;11;11;0.02575257731958763;0.00041443298969072163
;;1000000;;;;;179;;;;164;0.8831774125062648;0.016577151111755145;0.89975456361802
;;;;;;;0.08379888268156424;;;;;
