ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;20;15000;15000;977;0;67;0;0;0;67;0;0.06513333333333333;0.00268
2;19;21000;21000;807;0;48;0;0;0;48;0;0.03842857142857143;0.0019142857142857143
3;18;21000;21000;246;0;48;0;0;0;48;0;0.011714285714285714;0.0019142857142857143
4;17;23000;23000;958;0;44;0;0;0;44;0;0.041652173913043475;0.0017478260869565217
5;16;27000;27000;309;0;38;0;0;0;38;0;0.011444444444444445;0.001488888888888889
6;15;35000;35000;2837;0;29;5;0;0;29;5;0.08105714285714286;0.0011485714285714285
7;14;38000;38000;3433;0;27;14;-4;0;27;18;0.09034210526315789;0.0010578947368421053
8;13;48000;48000;193;0;21;0;0;0;21;0;0.004020833333333334;0.0008374999999999999
9;12;49000;49000;2024;0;21;5;-1;0;21;6;0.04130612244897959;0.0008204081632653061
10;11;50000;50000;3194;0;20;12;0;0;20;12;0.06388;0.000804
11;10;57000;57000;5263;0;18;23;1;0;18;22;0.09233333333333334;0.0007052631578947368
12;9;58000;58000;3523;0;18;16;1;0;18;15;0.060741379310344824;0.000693103448275862
13;8;60000;60000;1689;0;17;9;1;0;17;8;0.02815;0.00067
14;7;67000;67000;6225;0;15;35;4;0;15;31;0.09291044776119403;0.0006000000000000001
15;6;70000;70000;191;0;15;0;0;0;15;0;0.0027285714285714287;0.0005742857142857142
16;5;74000;74000;1700;0;14;5;-1;0;14;6;0.022972972972972974;0.0005432432432432432
17;4;90000;90000;1707;0;12;11;3;0;12;8;0.018966666666666666;0.0004466666666666667
18;3;96000;96000;3181;0;11;14;1;0;11;13;0.03313541666666667;0.00041874999999999996
19;2;99000;99000;3773;1;10;17;3;0;10;14;0.03811111111111111;0.0004060606060606061
20;1;100000;100000;4079;1;10;20;-2;0;10;22;0.04079;0.000402
;;1000000;;;;;186;;;;180;0.8798189119871531;0.019873033569522507;0.8996919455566756
;;;;;;;0.03225806451612903;;;;;
