ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;16000;16000;239;0;63;0;0;0;63;0;0.0149375;0.0025125
2;15;17000;17000;308;0;59;0;0;0;59;0;0.01811764705882353;0.002364705882352941
3;14;20000;20000;871;0;50;1;0;0;50;1;0.04355;0.0020099999999999996
4;13;22000;22000;932;0;46;1;0;0;46;1;0.04236363636363636;0.0018272727272727273
5;12;39000;39000;1186;0;26;7;1;0;26;6;0.03041025641025641;0.0010307692307692307
6;11;39000;39000;10661;0;26;53;-1;0;26;54;0.2733589743589744;0.0010307692307692307
7;10;42000;42000;2811;0;24;18;-3;0;24;21;0.06692857142857143;0.0009571428571428571
8;9;42000;42000;1980;0;24;11;6;0;24;5;0.047142857142857146;0.0009571428571428571
9;8;47000;47000;2177;0;22;14;0;0;22;14;0.046319148936170215;0.0008553191489361703
10;7;49000;49000;2109;0;21;9;2;0;21;7;0.04304081632653061;0.0008204081632653061
11;6;59000;59000;1749;0;17;8;1;0;17;7;0.02964406779661017;0.0006813559322033898
12;5;69000;69000;774;0;15;0;0;0;15;0;0.011217391304347827;0.0005826086956521739
13;4;74000;74000;2886;0;14;13;0;0;14;13;0.039;0.0005432432432432432
14;3;76000;76000;4572;0;14;20;3;0;14;17;0.060157894736842105;0.0005289473684210527
15;2;79000;79000;1763;0;13;5;-2;0;13;7;0.022316455696202532;0.0005088607594936708
16;1;92000;92000;8613;1;11;41;1;0;11;40;0.0936195652173913;0.0004369565217391304
;;1000000;;;;;201;;;;193;0.8821247827772141;0.01764800261840398;0.899772785395618
;;;;;;;0.03980099502487562;;;;;
