ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;16;14000;14000;1583;0;72;0;0;0;72;0;0.11307142857142857;0.002871428571428571
2;15;24000;24000;807;0;42;0;0;0;42;0;0.033625;0.0016749999999999998
3;14;26000;26000;1852;0;39;2;1;0;39;1;0.07123076923076924;0.001546153846153846
4;13;30000;30000;835;0;34;1;0;0;34;1;0.027833333333333335;0.00134
5;12;32000;32000;999;0;32;2;1;0;32;1;0.03121875;0.00125625
6;11;38000;38000;1571;0;27;6;0;0;27;6;0.041342105263157895;0.0010578947368421053
7;10;42000;42000;3333;0;24;13;0;0;24;13;0.07935714285714286;0.0009571428571428571
8;9;46000;46000;777;0;22;5;1;0;22;4;0.016891304347826087;0.0008739130434782608
9;8;54000;54000;10665;0;19;44;3;0;19;41;0.1975;0.0007444444444444445
10;7;61000;61000;3926;0;17;18;0;0;17;18;0.06436065573770491;0.000659016393442623
11;6;73000;73000;2731;0;14;12;1;0;14;11;0.03741095890410959;0.0005506849315068494
12;5;78000;78000;2034;0;13;4;0;0;13;4;0.026076923076923077;0.0005153846153846154
13;4;88000;88000;3064;0;12;15;1;0;11;14;0.03481818181818182;0.0004568181818181818
14;3;93000;93000;3197;1;11;14;3;0;11;11;0.034376344086021506;0.000432258064516129
15;2;95000;95000;3252;1;11;14;0;0;11;14;0.03423157894736842;0.0004231578947368421
16;1;96000;96000;3909;1;10;14;3;0;11;11;0.04071875;0.00041874999999999996
;;1000000;;;;;164;;;;150;0.8840632261739675;0.01577829758089533;0.8998415237548628
;;;;;;;0.08536585365853659;;;;;
