ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;8;24000;24000;2969;0;42;0;0;0;42;0;0.12370833333333334;0.0016749999999999998
2;7;34000;34000;3908;0;30;2;0;0;30;2;0.11494117647058824;0.0011823529411764705
3;6;47000;47000;2537;0;22;3;-1;0;22;4;0.053978723404255316;0.0008553191489361703
4;5;58000;58000;4548;0;18;5;-1;0;18;6;0.07841379310344827;0.000693103448275862
5;4;62000;62000;14143;0;16;32;7;0;16;25;0.22811290322580646;0.0006483870967741935
6;3;64000;64000;2573;0;16;3;1;0;16;2;0.040203125;0.000628125
7;2;71000;71000;1319;0;14;5;1;0;14;4;0.018577464788732394;0.0005661971830985916
8;1;95000;95000;22353;1;10;42;9;0;11;33;0.23529473684210525;0.0004231578947368421
;;1000000;;;;;92;;;;76;0.8932302561682692;0.00667164271299813;0.8999018988812674
;;;;;;;0.17391304347826086;;;;;
