ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;35000;35000;855;0;29;0;0;0;29;0;0.024428571428571428;0.0011485714285714285
2;9;40000;40000;6296;0;25;3;3;0;25;0;0.1574;0.0010049999999999998
3;8;40000;40000;5290;0;25;3;3;0;25;0;0.13225;0.0010049999999999998
4;7;45000;45000;1169;0;23;0;0;0;23;0;0.025977777777777777;0.0008933333333333334
5;6;68000;68000;4209;0;15;3;-1;0;15;4;0.06189705882352941;0.0005911764705882353
6;5;72000;72000;737;0;14;0;0;0;14;0;0.01023611111111111;0.0005583333333333333
7;4;73000;73000;14272;0;14;19;3;0;14;16;0.19550684931506848;0.0005506849315068494
8;3;76000;76000;3723;0;14;4;1;0;13;3;0.048986842105263155;0.0005289473684210527
9;2;81000;81000;19047;1;12;35;19;0;12;16;0.23514814814814816;0.0004962962962962963
10;1;94000;94000;79;1;11;0;0;0;11;0;0.0008404255319148936;0.00042765957446808513
;;1000000;;;;;67;;;;39;0.8926717842413844;0.007205002736518615;0.899876786977903
;;;;;;;0.417910447761194;;;;;
