ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;18;17000;17000;846;0;59;0;0;0;59;0;0.04976470588235294;0.002364705882352941
2;17;30000;30000;6612;0;34;12;0;0;34;12;0.2204;0.00134
3;16;30000;30000;264;0;34;0;0;0;34;0;0.0088;0.00134
4;15;32000;32000;3023;0;32;9;2;0;32;7;0.09446875;0.00125625
5;14;34000;34000;1422;0;30;2;0;0;30;2;0.041823529411764704;0.0011823529411764705
6;13;42000;42000;2453;0;24;6;-3;0;24;9;0.058404761904761904;0.0009571428571428571
7;12;46000;46000;759;0;22;1;-1;0;22;2;0.0165;0.0008739130434782608
8;11;49000;49000;5358;0;21;21;5;0;21;16;0.1093469387755102;0.0008204081632653061
9;10;53000;53000;476;0;19;0;0;0;19;0;0.008981132075471698;0.0007584905660377359
10;9;54000;54000;871;0;19;0;0;0;19;0;0.01612962962962963;0.0007444444444444445
11;8;58000;58000;1056;0;18;1;0;0;18;1;0.01820689655172414;0.000693103448275862
12;7;60000;60000;988;0;17;1;0;0;17;1;0.016466666666666668;0.00067
13;6;69000;69000;402;0;15;1;0;0;15;1;0.005826086956521739;0.0005826086956521739
14;5;76000;76000;3042;0;13;10;0;0;13;10;0.04002631578947369;0.0005289473684210527
15;4;79000;79000;579;0;13;1;-1;0;13;2;0.007329113924050633;0.0005088607594936708
16;3;85000;85000;7941;0;12;31;8;0;12;23;0.09342352941176471;0.0004729411764705882
17;2;90000;90000;6143;1;11;17;4;0;11;13;0.06825555555555556;0.0004466666666666667
18;1;99000;99000;956;1;10;4;0;0;10;4;0.009656565656565657;0.0004060606060606061
;;1000000;;;;;117;;;;103;0.8838101781918138;0.015946896618938635;0.8997570748107525
;;;;;;;0.11965811965811966;;;;;
