ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;15750;15750;690;0;7202;0;-6362;6422;7199;6362;0.04380952380952381;0.003595555555555556;;124395;124397;40831;196306;124395;124365;140408;38989;7535037;124395
2;19;25200;25200;4818;0;4501;901;-3326;4217;4499;4227;0.1911904761904762;0.0022472222222222225;;867917;1017188;31823;329259;897134;867898;1013233;31075;8359005;867963
3;18;26250;26250;5191;0;4321;1980;-2049;4011;4320;4029;0.19775238095238096;0.002157333333333333;;935185;1970277;40821;1205273;1131245;935166;1086842;84040;7984597;935824
4;17;28350;28350;550;0;4001;40;-3400;3437;4000;3440;0.019400352733686066;0.0019975308641975308;;99197;1192037;5286;2153556;109468;99201;118619;183049;8551261;99205
5;16;30240;30240;1344;0;3751;510;-2928;3434;3750;3438;0.044444444444444446;0.0018726851851851853;;242233;2326569;6603;2260787;314653;242236;380712;151713;8730592;242259
6;15;37800;37800;885;0;3001;190;-2351;2533;3000;2541;0.023412698412698413;0.0014981481481481482;;159493;1501508;31821;2511152;193967;159500;303878;836591;9535275;159639
7;14;45000;45000;1015;0;2521;567;-1687;2252;2520;2254;0.022555555555555554;0.0012584444444444444;;183021;1601516;175821;2677321;301301;183008;1200834;1455633;10999186;183032
8;13;45360;45360;1780;0;2501;650;-1514;2154;2500;2164;0.039241622574955906;0.001248456790123457;;320720;2602481;10801;3009591;436029;320709;1411051;2665268;11094033;321800
9;12;47250;47250;108;0;2401;60;-1801;1861;2400;1861;0.002285714285714286;0.0011985185185185185;;19637;1142602;174193;3338828;33135;19641;29634;2129477;11244800;19642
10;11;50000;50000;1550;0;2269;824;-1167;1984;2268;1991;0.031;0.0011326;;279315;3247668;175825;3360379;516980;279313;1339414;2998899;12377717;279900
11;10;56700;56700;1103;0;2001;416;-1193;1609;2000;1609;0.01945326278659612;0.0009987654320987654;;198857;3040619;122292;3654949;310520;198852;345139;3634769;12826607;198874
12;9;60480;60480;4509;0;1875;2073;422;1638;1875;1651;0.07455357142857143;0.0009363425925925927;;812303;4258740;261767;3867184;1571840;812291;2787196;3600301;13351693;817772
13;8;67500;67500;3343;0;1680;1826;309;1506;1680;1517;0.049525925925925925;0.000838962962962963;;602304;7291881;85835;7190491;1715789;602292;2939981;4661869;15066956;606766
14;7;75600;75600;125;0;1500;68;-687;754;1500;755;0.0016534391534391533;0.0007490740740740741;;22697;3049580;1077908;7801604;51798;22701;30651;7609872;15837487;22702
15;6;78750;78750;753;0;1440;250;-668;917;1440;918;0.009561904761904761;0.0007191111111111111;;135707;5651819;1119063;7832922;275809;135734;527064;7698306;16137517;136291
16;5;81000;81000;674;0;1400;287;-840;1125;1400;1127;0.008320987654320988;0.0006991358024691359;;121518;4852547;175827;7977493;338637;121522;1214154;7694359;17503943;122205
17;4;84000;84000;8755;28;1350;4611;3338;1255;1350;1273;0.10422619047619047;0.0006741666666666667;;1577050;12504515;175825;8107930;6549029;1577030;3948114;7284788;16680895;1588081
18;3;84375;84375;2005;58;1344;1116;-7;1119;1344;1123;0.02376296296296296;0.0006711703703703703;;361334;15297500;18335;26923567;2300008;361336;508479;10803236;17820815;361838
19;2;87500;87500;4400;593;1296;2559;1460;1090;1296;1099;0.05028571428571429;0.0006472;;792671;28765388;85825;40232078;8726022;792674;1817637;10858807;18325152;795096
20;1;90000;90000;1582;986;985;934;28;901;1260;906;0.01757777777777778;0.0006292222222222222;;285073;136238109;145835589;4584227193;19670215;285076;432740;10358723;18503018;285799
;;113427763;;;;;19862;;;;44285;0.9740145061728397;0.0257696462962963;0.999784152469136
;;;;;;;-1.2296344778974928;;;;;
