ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;20000;20000;615;0;5670;0;0;0;5670;0;0.03075;0.0020099999999999996;;110897;110899;175552;197420;110897;110901;110903;173517;197692;110901
2;19;26250;26250;18;0;4320;0;0;0;4320;0;0.0006857142857142857;0.0015314285714285714;;3436;3442;40552;316852;3436;3444;3446;38517;317024;3444
3;18;35000;35000;548;0;3240;0;0;0;3240;0;0.015657142857142856;0.0011485714285714285;;98840;104223;175552;328300;98840;98848;104106;173517;410084;98848
4;17;37800;37800;3533;0;3000;990;90;0;3000;900;0.09346560846560846;0.0010634920634920635;;636515;874759;31552;435365;665873;636517;870214;29517;435689;661413
5;16;45000;45000;649;0;2520;30;0;0;2520;30;0.014422222222222222;0.0008933333333333334;;117013;767624;175552;1080165;124231;117017;767332;173517;1080575;124226
6;15;60480;60480;4113;0;1875;840;0;0;1875;840;0.06800595238095238;0.0006646825396825397;;741030;997526;9952;1205394;792719;741031;997461;7917;1205898;792563
7;14;64800;64800;1186;0;1750;190;5;0;1750;185;0.018302469135802468;0.0006203703703703703;;213814;466561;31552;1954698;224668;213816;466855;29518;1955271;224188
8;13;67500;67500;604;0;1680;78;-5;0;1680;83;0.008948148148148148;0.0005955555555555556;;108921;1199483;85556;2176957;120649;108895;976654;83521;2177599;118810
9;12;70000;70000;5510;0;1620;1120;155;0;1620;965;0.07871428571428571;0.0005742857142857142;;992604;2873335;283419;2294241;1244810;992613;2873050;281408;2294996;1219548
10;11;90000;90000;1519;0;1260;150;0;0;1260;150;0.016877777777777776;0.0004466666666666667;;273747;1267834;301633;3295417;322287;273737;1267010;299641;3296260;322223
11;10;101250;101250;25;0;1120;10;0;0;1120;10;0.0002469135802469136;0.000397037037037037;;4694;4837;40556;3577711;4694;4698;4839;38521;3578661;4699
12;9;108000;108000;710;0;1050;105;-15;0;1050;120;0.006574074074074074;0.00037222222222222225;;127995;882615;175556;3590984;146401;127999;882197;173521;3592165;146695
13;8;112500;112500;1903;0;1008;257;-9;0;1008;266;0.016915555555555555;0.0003573333333333333;;342873;2202535;85556;3714176;446547;342860;2346590;83512;3922127;458120
14;7;113400;113400;6281;0;1000;1104;93;0;1000;1011;0.05538800705467372;0.0003544973544973545;;1131501;4244689;677145;4189182;1537422;1131485;3895430;675132;4186401;1494252
15;6;120000;120000;80;0;945;51;4;0;945;47;0.0006666666666666666;0.000335;;14588;2161940;295223;5364852;37552;14592;1917014;293238;5342092;31641
16;5;140000;140000;4997;0;810;724;-17;0;810;741;0.035692857142857144;0.0002871428571428571;;900248;4295965;1405067;5388174;1324452;900248;4293535;1403311;5388233;1326339
17;4;180000;180000;31376;0;630;4390;62;0;630;4328;0.1743111111111111;0.00022333333333333336;;6693952;13114178;704692;6297406;9858345;6691396;12388364;702983;6297547;9614876
18;3;196875;196875;1919;0;576;194;-2;0;576;196;0.009747301587301587;0.0002041904761904762;;345733;12249494;18056;16123535;560053;345732;12244678;16021;16117852;561317
19;2;504000;504000;11957;0;225;583;-40;0;225;623;0.02372420634920635;7.976190476190477e-05;;2153772;8115023;175556;16894698;3497230;2153771;8112626;173521;16888267;3425939
20;1;540000;540000;10022;0;210;605;53;0;210;552;0.018559259259259258;7.444444444444444e-05;;1805357;8495554;7689555;19318521;3771418;1805358;8494084;7685959;19312747;3691014
;;113400000;;;;;11421;;;;11047;0.6876552733686068;0.012233349206349208;0.699888622574956
;;;;;;;0.032746694685228964;;;;;
